gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	DQSL01000141.1_8	DQSL01000141.1	6125	6334	1	GB_GCA_015663235.1
CsrA	DQSL01000033.1_17	DQSL01000033.1	13789	14004	1	GB_GCA_015663235.1
FlaG	DQSL01000094.1_9	DQSL01000094.1	9818	10168	-1	GB_GCA_015663235.1
MotE	DQSL01000141.1_2	DQSL01000141.1	464	1120	1	GB_GCA_015663235.1
FlgA	DQSL01000033.1_9	DQSL01000033.1	7512	8201	1	GB_GCA_015663235.1
FlgB	DQSL01000041.1_7	DQSL01000041.1	5642	6049	-1	GB_GCA_015663235.1
FlgC	DQSL01000041.1_6	DQSL01000041.1	5192	5638	-1	GB_GCA_015663235.1
FlgD	DQSL01000106.1_25	DQSL01000106.1	20277	20939	-1	GB_GCA_015663235.1
FlgE	DQSL01000106.1_24	DQSL01000106.1	18712	20253	-1	GB_GCA_015663235.1
FlgF	DQSL01000033.1_7	DQSL01000033.1	5943	6683	1	GB_GCA_015663235.1
FlgG	DQSL01000033.1_8	DQSL01000033.1	6720	7508	1	GB_GCA_015663235.1
FlgH	DQSL01000033.1_10	DQSL01000033.1	8201	8878	1	GB_GCA_015663235.1
FlgI	DQSL01000033.1_11	DQSL01000033.1	8887	9978	1	GB_GCA_015663235.1
FlgJ	DQSL01000033.1_12	DQSL01000033.1	9978	10430	1	GB_GCA_015663235.1
FlgK	DQSL01000033.1_15	DQSL01000033.1	11179	12906	1	GB_GCA_015663235.1
FlgL	DQSL01000033.1_16	DQSL01000033.1	12903	13784	1	GB_GCA_015663235.1
FlgM	DQSL01000033.1_13	DQSL01000033.1	10423	10707	1	GB_GCA_015663235.1
FlgN	DQSL01000033.1_14	DQSL01000033.1	10694	11182	1	GB_GCA_015663235.1
FlhA	DQSL01000043.1_22	DQSL01000043.1	21915	24008	1	GB_GCA_015663235.1
FlhB	DQSL01000043.1_21	DQSL01000043.1	20839	21900	1	GB_GCA_015663235.1
FlhF	DQSL01000043.1_23	DQSL01000043.1	23998	25116	1	GB_GCA_015663235.1
FlhG	DQSL01000043.1_24	DQSL01000043.1	25113	25943	1	GB_GCA_015663235.1
FlhG	DQSL01000101.1_3	DQSL01000101.1	2066	3022	1	GB_GCA_015663235.1
FliA	DQSL01000043.1_26	DQSL01000043.1	26170	26946	1	GB_GCA_015663235.1
FliC	DQSL01000094.1_10	DQSL01000094.1	10247	11065	-1	GB_GCA_015663235.1
FliC	DQSL01000127.1_25	DQSL01000127.1	24238	24495	1	GB_GCA_015663235.1
FliD	DQSL01000094.1_8	DQSL01000094.1	7479	9818	-1	GB_GCA_015663235.1
FliE	DQSL01000041.1_5	DQSL01000041.1	4886	5182	-1	GB_GCA_015663235.1
FliG	DQSL01000041.1_3	DQSL01000041.1	2078	3085	-1	GB_GCA_015663235.1
FliI	DQSL01000041.1_1	DQSL01000041.1	1	1356	-1	GB_GCA_015663235.1
FliJ	DQSL01000141.1_1	DQSL01000141.1	3	467	1	GB_GCA_015663235.1
FliK	DQSL01000106.1_26	DQSL01000106.1	20949	21395	-1	GB_GCA_015663235.1
FliL	DQSL01000039.1_7	DQSL01000039.1	3770	4294	1	GB_GCA_015663235.1
FliM	DQSL01000039.1_8	DQSL01000039.1	4291	5313	1	GB_GCA_015663235.1
FliN	DQSL01000039.1_9	DQSL01000039.1	5340	5654	1	GB_GCA_015663235.1
FliO	DQSL01000039.1_10	DQSL01000039.1	5661	5948	1	GB_GCA_015663235.1
FliP	DQSL01000039.1_11	DQSL01000039.1	5938	6672	1	GB_GCA_015663235.1
FliQ	DQSL01000043.1_19	DQSL01000043.1	19790	20059	1	GB_GCA_015663235.1
FliR	DQSL01000043.1_20	DQSL01000043.1	20059	20838	1	GB_GCA_015663235.1
FliS	DQSL01000094.1_7	DQSL01000094.1	6961	7377	-1	GB_GCA_015663235.1
FliW	DQSL01000033.1_18	DQSL01000033.1	14006	14434	1	GB_GCA_015663235.1
MotA	DQSL01000039.1_4	DQSL01000039.1	1515	2273	1	GB_GCA_015663235.1
Transglycosylase	DQSL01000121.1_6	DQSL01000121.1	5058	5654	1	GB_GCA_015663235.1
FlrC	DQSL01000150.1_3	DQSL01000150.1	3593	4963	1	GB_GCA_015663235.1
FliF	DQSL01000041.1_4	DQSL01000041.1	3082	4737	-1	GB_GCA_015663235.1
MotB	DQSL01000039.1_6	DQSL01000039.1	3063	3758	1	GB_GCA_015663235.1
MotB	DQSL01000039.1_5	DQSL01000039.1	2280	3059	1	GB_GCA_015663235.1
FliH	DQSL01000041.1_2	DQSL01000041.1	1353	2081	-1	GB_GCA_015663235.1
