gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_JAKSDZ010000023.1_14	NZ_JAKSDZ010000023.1	14577	14753	1	RS_GCF_023509475.1
FlaG	NZ_JAKSDZ010000002.1_217	NZ_JAKSDZ010000002.1	269803	270219	-1	RS_GCF_023509475.1
FlgA	NZ_JAKSDZ010000002.1_232	NZ_JAKSDZ010000002.1	285552	286286	1	RS_GCF_023509475.1
FlgB	NZ_JAKSDZ010000002.1_229	NZ_JAKSDZ010000002.1	282773	283183	-1	RS_GCF_023509475.1
FlgC	NZ_JAKSDZ010000002.1_228	NZ_JAKSDZ010000002.1	282330	282770	-1	RS_GCF_023509475.1
FlgD	NZ_JAKSDZ010000002.1_227	NZ_JAKSDZ010000002.1	281624	282319	-1	RS_GCF_023509475.1
FlgE	NZ_JAKSDZ010000002.1_226	NZ_JAKSDZ010000002.1	280298	281593	-1	RS_GCF_023509475.1
FlgF	NZ_JAKSDZ010000002.1_225	NZ_JAKSDZ010000002.1	279230	279967	-1	RS_GCF_023509475.1
FlgG	NZ_JAKSDZ010000002.1_224	NZ_JAKSDZ010000002.1	278347	279132	-1	RS_GCF_023509475.1
FlgH	NZ_JAKSDZ010000002.1_223	NZ_JAKSDZ010000002.1	277647	278321	-1	RS_GCF_023509475.1
FlgI	NZ_JAKSDZ010000002.1_222	NZ_JAKSDZ010000002.1	276521	277627	-1	RS_GCF_023509475.1
FlgJ	NZ_JAKSDZ010000002.1_221	NZ_JAKSDZ010000002.1	275518	276519	-1	RS_GCF_023509475.1
FlgK	NZ_JAKSDZ010000002.1_220	NZ_JAKSDZ010000002.1	273440	275422	-1	RS_GCF_023509475.1
FlgL	NZ_JAKSDZ010000002.1_219	NZ_JAKSDZ010000002.1	272120	273394	-1	RS_GCF_023509475.1
FlgM	NZ_JAKSDZ010000002.1_233	NZ_JAKSDZ010000002.1	286495	286824	1	RS_GCF_023509475.1
