gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	LXWE01000001.1_202	LXWE01000001.1	249897	250109	-1	GB_GCA_001660395.1
FlaG	LXWE01000001.1_759	LXWE01000001.1	864826	865254	-1	GB_GCA_001660395.1
FlgA	LXWE01000001.1_778	LXWE01000001.1	884163	884852	1	GB_GCA_001660395.1
FlgA	LXWE01000001.1_1179	LXWE01000001.1	1335341	1336234	1	GB_GCA_001660395.1
FlgB	LXWE01000001.1_775	LXWE01000001.1	881717	882118	-1	GB_GCA_001660395.1
FlgB	LXWE01000001.1_1178	LXWE01000001.1	1335002	1335331	-1	GB_GCA_001660395.1
FlgC	LXWE01000001.1_774	LXWE01000001.1	881298	881717	-1	GB_GCA_001660395.1
FlgC	LXWE01000001.1_1177	LXWE01000001.1	1334583	1334999	-1	GB_GCA_001660395.1
FlgD	LXWE01000001.1_773	LXWE01000001.1	880581	881270	-1	GB_GCA_001660395.1
FlgD	LXWE01000001.1_1176	LXWE01000001.1	1333910	1334572	-1	GB_GCA_001660395.1
FlgE	LXWE01000001.1_772	LXWE01000001.1	879194	880564	-1	GB_GCA_001660395.1
FlgE	LXWE01000001.1_1175	LXWE01000001.1	1332605	1333891	-1	GB_GCA_001660395.1
FlgF	LXWE01000001.1_771	LXWE01000001.1	878189	878932	-1	GB_GCA_001660395.1
FlgF	LXWE01000001.1_1174	LXWE01000001.1	1331864	1332595	-1	GB_GCA_001660395.1
FlgG	LXWE01000001.1_770	LXWE01000001.1	877360	878148	-1	GB_GCA_001660395.1
FlgG	LXWE01000001.1_1173	LXWE01000001.1	1331067	1331852	-1	GB_GCA_001660395.1
FlgH	LXWE01000001.1_769	LXWE01000001.1	876659	877348	-1	GB_GCA_001660395.1
FlgH	LXWE01000001.1_1172	LXWE01000001.1	1330402	1331064	-1	GB_GCA_001660395.1
FlgI	LXWE01000001.1_768	LXWE01000001.1	875534	876646	-1	GB_GCA_001660395.1
FlgI	LXWE01000001.1_1171	LXWE01000001.1	1329289	1330392	-1	GB_GCA_001660395.1
FlgJ	LXWE01000001.1_767	LXWE01000001.1	874584	875522	-1	GB_GCA_001660395.1
FlgJ	LXWE01000001.1_1170	LXWE01000001.1	1328857	1329279	-1	GB_GCA_001660395.1
FlgK	LXWE01000001.1_766	LXWE01000001.1	872431	874563	-1	GB_GCA_001660395.1
FlgK	LXWE01000001.1_1169	LXWE01000001.1	1327519	1328853	-1	GB_GCA_001660395.1
FlgL	LXWE01000001.1_765	LXWE01000001.1	871185	872408	-1	GB_GCA_001660395.1
FlgL	LXWE01000001.1_1168	LXWE01000001.1	1326613	1327509	-1	GB_GCA_001660395.1
FlgM	LXWE01000001.1_779	LXWE01000001.1	885014	885367	1	GB_GCA_001660395.1
FlgM	LXWE01000001.1_1180	LXWE01000001.1	1336291	1336584	1	GB_GCA_001660395.1
FlgN	LXWE01000001.1_780	LXWE01000001.1	885367	885798	1	GB_GCA_001660395.1
FlgN	LXWE01000001.1_1181	LXWE01000001.1	1336581	1337012	1	GB_GCA_001660395.1
FlgO	LXWE01000001.1_554	LXWE01000001.1	633696	634496	-1	GB_GCA_001660395.1
FlgO	LXWE01000009.1_94	LXWE01000009.1	120286	121035	-1	GB_GCA_001660395.1
FlgO	LXWE01000001.1_553	LXWE01000001.1	632992	633693	-1	GB_GCA_001660395.1
FlgO	LXWE01000001.1_555	LXWE01000001.1	634493	635119	-1	GB_GCA_001660395.1
FlgP	LXWE01000001.1_781	LXWE01000001.1	885883	886284	-1	GB_GCA_001660395.1
FlgT	LXWE01000001.1_782	LXWE01000001.1	886592	887719	1	GB_GCA_001660395.1
FlhA	LXWE01000001.1_224	LXWE01000001.1	273716	275815	-1	GB_GCA_001660395.1
FlhA	LXWE01000001.1_1150	LXWE01000001.1	1311291	1313363	-1	GB_GCA_001660395.1
FlhB	LXWE01000001.1_225	LXWE01000001.1	276005	277129	-1	GB_GCA_001660395.1
FlhB	LXWE01000001.1_1151	LXWE01000001.1	1313383	1314510	-1	GB_GCA_001660395.1
FlhG	LXWE01000001.1_222	LXWE01000001.1	271517	272383	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_760	LXWE01000001.1	865336	866160	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_763	LXWE01000001.1	869150	869974	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_762	LXWE01000001.1	867927	868754	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_761	LXWE01000001.1	866822	867649	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_1166	LXWE01000001.1	1324546	1325379	-1	GB_GCA_001660395.1
FliC	LXWE01000001.1_715	LXWE01000001.1	819096	819896	-1	GB_GCA_001660395.1
FliD	LXWE01000001.1_758	LXWE01000001.1	863356	864810	-1	GB_GCA_001660395.1
FliD	LXWE01000001.1_1165	LXWE01000001.1	1323187	1324470	-1	GB_GCA_001660395.1
FliE	LXWE01000001.1_239	LXWE01000001.1	289024	289344	-1	GB_GCA_001660395.1
FliE	LXWE01000001.1_1147	LXWE01000001.1	1308412	1308726	-1	GB_GCA_001660395.1
FliG	LXWE01000001.1_237	LXWE01000001.1	286270	287304	-1	GB_GCA_001660395.1
FliG	LXWE01000001.1_1145	LXWE01000001.1	1305633	1306652	-1	GB_GCA_001660395.1
FliJ	LXWE01000001.1_234	LXWE01000001.1	283584	284033	-1	GB_GCA_001660395.1
FliJ	LXWE01000001.1_1142	LXWE01000001.1	1303265	1303684	-1	GB_GCA_001660395.1
FliK	LXWE01000001.1_233	LXWE01000001.1	281478	283496	-1	GB_GCA_001660395.1
FliK	LXWE01000001.1_1162	LXWE01000001.1	1321002	1322213	-1	GB_GCA_001660395.1
FliL	LXWE01000001.1_232	LXWE01000001.1	280892	281407	-1	GB_GCA_001660395.1
FliL	LXWE01000005.1_111	LXWE01000005.1	134869	135267	1	GB_GCA_001660395.1
FliL	LXWE01000001.1_1161	LXWE01000001.1	1320545	1320973	-1	GB_GCA_001660395.1
FliM	LXWE01000001.1_231	LXWE01000001.1	279810	280868	-1	GB_GCA_001660395.1
FliN	LXWE01000001.1_230	LXWE01000001.1	279397	279789	-1	GB_GCA_001660395.1
FliN	LXWE01000001.1_1155	LXWE01000001.1	1316298	1316663	-1	GB_GCA_001660395.1
FliO	LXWE01000001.1_229	LXWE01000001.1	278952	279437	-1	GB_GCA_001660395.1
FliP	LXWE01000001.1_228	LXWE01000001.1	278204	278959	-1	GB_GCA_001660395.1
FliP	LXWE01000001.1_1154	LXWE01000001.1	1315556	1316305	-1	GB_GCA_001660395.1
FliQ	LXWE01000001.1_227	LXWE01000001.1	277932	278201	-1	GB_GCA_001660395.1
FliQ	LXWE01000001.1_1153	LXWE01000001.1	1315290	1315559	-1	GB_GCA_001660395.1
FliR	LXWE01000001.1_226	LXWE01000001.1	277148	277930	-1	GB_GCA_001660395.1
FliR	LXWE01000001.1_1152	LXWE01000001.1	1314514	1315293	-1	GB_GCA_001660395.1
FliS	LXWE01000001.1_757	LXWE01000001.1	862885	863316	-1	GB_GCA_001660395.1
FliS	LXWE01000001.1_1164	LXWE01000001.1	1322786	1323172	-1	GB_GCA_001660395.1
FlrA	LXWE01000001.1_242	LXWE01000001.1	292210	293682	-1	GB_GCA_001660395.1
MotA	LXWE01000003.1_18	LXWE01000003.1	17211	17975	-1	GB_GCA_001660395.1
MotA	LXWE01000001.1_1159	LXWE01000001.1	1318944	1319801	-1	GB_GCA_001660395.1
MotY	LXWE01000001.1_243	LXWE01000001.1	293944	294822	-1	GB_GCA_001660395.1
MotY	LXWE01000001.1_1149	LXWE01000001.1	1310059	1310931	-1	GB_GCA_001660395.1
PilZ	LXWE01000002.1_607	LXWE01000002.1	700315	700995	1	GB_GCA_001660395.1
FliF	LXWE01000001.1_238	LXWE01000001.1	287306	289006	-1	GB_GCA_001660395.1
FliF	LXWE01000001.1_1146	LXWE01000001.1	1306633	1308402	-1	GB_GCA_001660395.1
MotB	LXWE01000003.1_17	LXWE01000003.1	16282	17205	-1	GB_GCA_001660395.1
MotB	LXWE01000001.1_1158	LXWE01000001.1	1317955	1318947	-1	GB_GCA_001660395.1
FliH	LXWE01000001.1_236	LXWE01000001.1	285464	286246	-1	GB_GCA_001660395.1
FliH	LXWE01000001.1_1144	LXWE01000001.1	1304998	1305630	-1	GB_GCA_001660395.1
