gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	JAEXBC010000450.1_13	JAEXBC010000450.1	13146	13376	1	GB_GCA_023457875.1
DUF327	JAEXBC010000108.1_5	JAEXBC010000108.1	3417	3863	-1	GB_GCA_023457875.1
FlgB	JAEXBC010000404.1_5	JAEXBC010000404.1	2689	3057	-1	GB_GCA_023457875.1
FlgC	JAEXBC010000404.1_4	JAEXBC010000404.1	2233	2673	-1	GB_GCA_023457875.1
FlgD	JAEXBC010000196.1_2	JAEXBC010000196.1	1406	2227	-1	GB_GCA_023457875.1
FlgE	JAEXBC010000196.1_1	JAEXBC010000196.1	37	1350	-1	GB_GCA_023457875.1
FlgF	JAEXBC010000004.1_4	JAEXBC010000004.1	2126	2893	1	GB_GCA_023457875.1
FlgG	JAEXBC010000004.1_5	JAEXBC010000004.1	2904	3698	1	GB_GCA_023457875.1
FlgJ	JAEXBC010000450.1_1	JAEXBC010000450.1	20	448	1	GB_GCA_023457875.1
FlgK	JAEXBC010000450.1_10	JAEXBC010000450.1	9410	11344	1	GB_GCA_023457875.1
FlgK	JAEXBC010000450.1_9	JAEXBC010000450.1	7830	9398	1	GB_GCA_023457875.1
FlgL	JAEXBC010000450.1_11	JAEXBC010000450.1	11357	12619	1	GB_GCA_023457875.1
FlgM	JAEXBC010000450.1_7	JAEXBC010000450.1	7021	7296	1	GB_GCA_023457875.1
FlgN	JAEXBC010000450.1_8	JAEXBC010000450.1	7302	7814	1	GB_GCA_023457875.1
FlhA	JAEXBC010000045.1_11	JAEXBC010000045.1	6751	8154	1	GB_GCA_023457875.1
FlhA	JAEXBC010000412.1_1	JAEXBC010000412.1	1	534	1	GB_GCA_023457875.1
FlhB	JAEXBC010000045.1_10	JAEXBC010000045.1	5630	6748	1	GB_GCA_023457875.1
FlhF	JAEXBC010000412.1_2	JAEXBC010000412.1	531	1694	1	GB_GCA_023457875.1
FlhG	JAEXBC010000412.1_3	JAEXBC010000412.1	1687	2571	1	GB_GCA_023457875.1
FliA	JAEXBC010000412.1_9	JAEXBC010000412.1	6943	7692	1	GB_GCA_023457875.1
FliB	JAEXBC010000110.1_3	JAEXBC010000110.1	2496	3683	-1	GB_GCA_023457875.1
FliB	JAEXBC010000017.1_10	JAEXBC010000017.1	7040	8191	-1	GB_GCA_023457875.1
FliC	JAEXBC010000313.1_1	JAEXBC010000313.1	3	455	1	GB_GCA_023457875.1
FliE	JAEXBC010000404.1_3	JAEXBC010000404.1	1910	2215	-1	GB_GCA_023457875.1
FliG	JAEXBC010000404.1_1	JAEXBC010000404.1	3	290	-1	GB_GCA_023457875.1
FliI	JAEXBC010000196.1_6	JAEXBC010000196.1	4790	6091	-1	GB_GCA_023457875.1
FliJ	JAEXBC010000196.1_5	JAEXBC010000196.1	4331	4780	-1	GB_GCA_023457875.1
FliK	JAEXBC010000196.1_3	JAEXBC010000196.1	2239	3588	-1	GB_GCA_023457875.1
FliK	JAEXBC010000420.1_8	JAEXBC010000420.1	6036	7175	-1	GB_GCA_023457875.1
FliL	JAEXBC010000045.1_2	JAEXBC010000045.1	253	723	1	GB_GCA_023457875.1
FliM	JAEXBC010000045.1_3	JAEXBC010000045.1	750	1736	1	GB_GCA_023457875.1
FliN	JAEXBC010000045.1_4	JAEXBC010000045.1	1736	2965	1	GB_GCA_023457875.1
FliO	JAEXBC010000045.1_6	JAEXBC010000045.1	3426	3788	1	GB_GCA_023457875.1
FliP	JAEXBC010000045.1_7	JAEXBC010000045.1	3763	4557	1	GB_GCA_023457875.1
FliQ	JAEXBC010000045.1_8	JAEXBC010000045.1	4573	4836	1	GB_GCA_023457875.1
FliR	JAEXBC010000045.1_9	JAEXBC010000045.1	4848	5633	1	GB_GCA_023457875.1
FliT	JAEXBC010000110.1_4	JAEXBC010000110.1	3879	4229	-1	GB_GCA_023457875.1
FliW	JAEXBC010000450.1_12	JAEXBC010000450.1	12698	13141	1	GB_GCA_023457875.1
PilZ	JAEXBC010000472.1_1	JAEXBC010000472.1	18	725	1	GB_GCA_023457875.1
SwrB	JAEXBC010000412.1_11	JAEXBC010000412.1	8048	8491	1	GB_GCA_023457875.1
YvyF	JAEXBC010000450.1_6	JAEXBC010000450.1	6393	6815	1	GB_GCA_023457875.1
FliF	JAEXBC010000404.1_2	JAEXBC010000404.1	290	1879	-1	GB_GCA_023457875.1
MotB	JAEXBC010000045.1_1	JAEXBC010000045.1	2	235	1	GB_GCA_023457875.1
