gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaF	PBCW01000045.1_26	PBCW01000045.1	29581	30027	1	GB_GCA_002718015.1
FlaG	PBCW01000045.1_13	PBCW01000045.1	15026	15460	-1	GB_GCA_002718015.1
FlbT	PBCW01000045.1_25	PBCW01000045.1	29202	29594	1	GB_GCA_002718015.1
FlgA	PBCW01000045.1_35	PBCW01000045.1	39134	40108	-1	GB_GCA_002718015.1
FlgB	PBCW01000045.1_51	PBCW01000045.1	53161	53604	1	GB_GCA_002718015.1
FlgC	PBCW01000045.1_52	PBCW01000045.1	53630	54043	1	GB_GCA_002718015.1
FlgD	PBCW01000045.1_11	PBCW01000045.1	12416	13096	-1	GB_GCA_002718015.1
FlgE	PBCW01000045.1_10	PBCW01000045.1	10970	12298	-1	GB_GCA_002718015.1
FlgF	PBCW01000045.1_37	PBCW01000045.1	40941	41651	-1	GB_GCA_002718015.1
FlgG	PBCW01000045.1_36	PBCW01000045.1	40115	40900	-1	GB_GCA_002718015.1
FlgH	PBCW01000045.1_34	PBCW01000045.1	38357	39121	-1	GB_GCA_002718015.1
FlgI	PBCW01000045.1_32	PBCW01000045.1	36238	37407	-1	GB_GCA_002718015.1
FlgJ	PBCW01000045.1_31	PBCW01000045.1	35912	36238	-1	GB_GCA_002718015.1
FlgK	PBCW01000045.1_29	PBCW01000045.1	33321	35432	-1	GB_GCA_002718015.1
FlgL	PBCW01000045.1_28	PBCW01000045.1	32356	33309	-1	GB_GCA_002718015.1
FlgN	PBCW01000045.1_30	PBCW01000045.1	35466	35915	-1	GB_GCA_002718015.1
FlgP	PBCW01000076.1_24	PBCW01000076.1	21601	22053	1	GB_GCA_002718015.1
FlhA	PBCW01000045.1_3	PBCW01000045.1	1912	4017	-1	GB_GCA_002718015.1
FlhA	PBCW01000076.1_22	PBCW01000076.1	19215	21347	-1	GB_GCA_002718015.1
FlhB	PBCW01000045.1_56	PBCW01000045.1	55493	56584	1	GB_GCA_002718015.1
FlhB	PBCW01000076.1_17	PBCW01000076.1	14374	15528	1	GB_GCA_002718015.1
FlhG	PBCW01000076.1_20	PBCW01000076.1	17244	18047	-1	GB_GCA_002718015.1
FliC	PBCW01000045.1_23	PBCW01000045.1	27031	27858	1	GB_GCA_002718015.1
FliC	PBCW01000045.1_24	PBCW01000045.1	28183	29010	1	GB_GCA_002718015.1
FliE	PBCW01000076.1_3	PBCW01000076.1	3322	3672	1	GB_GCA_002718015.1
FliE	PBCW01000045.1_53	PBCW01000045.1	54087	54395	1	GB_GCA_002718015.1
FliG	PBCW01000076.1_5	PBCW01000076.1	5421	6476	1	GB_GCA_002718015.1
FliG	PBCW01000045.1_8	PBCW01000045.1	7559	8578	-1	GB_GCA_002718015.1
FliJ	PBCW01000045.1_1	PBCW01000045.1	3	200	1	GB_GCA_002718015.1
FliJ	PBCW01000076.1_8	PBCW01000076.1	8500	8952	1	GB_GCA_002718015.1
FliK	PBCW01000045.1_12	PBCW01000045.1	13129	14739	-1	GB_GCA_002718015.1
FliK	PBCW01000076.1_9	PBCW01000076.1	9044	10243	1	GB_GCA_002718015.1
FliL	PBCW01000045.1_38	PBCW01000045.1	42117	42623	1	GB_GCA_002718015.1
FliL	PBCW01000076.1_10	PBCW01000076.1	10258	10761	1	GB_GCA_002718015.1
FliL	PBCW01000032.1_18	PBCW01000032.1	14492	14941	-1	GB_GCA_002718015.1
FliM	PBCW01000045.1_39	PBCW01000045.1	42711	43784	1	GB_GCA_002718015.1
FliM	PBCW01000076.1_11	PBCW01000076.1	10776	11771	1	GB_GCA_002718015.1
FliN	PBCW01000045.1_6	PBCW01000045.1	6319	6693	-1	GB_GCA_002718015.1
FliN	PBCW01000076.1_12	PBCW01000076.1	11790	12164	1	GB_GCA_002718015.1
FliO	PBCW01000045.1_48	PBCW01000045.1	51472	51828	-1	GB_GCA_002718015.1
FliO	PBCW01000076.1_13	PBCW01000076.1	12260	12538	1	GB_GCA_002718015.1
FliP	PBCW01000076.1_14	PBCW01000076.1	12528	13334	1	GB_GCA_002718015.1
FliP	PBCW01000045.1_47	PBCW01000045.1	50687	51475	-1	GB_GCA_002718015.1
FliQ	PBCW01000045.1_54	PBCW01000045.1	54422	54688	1	GB_GCA_002718015.1
FliQ	PBCW01000076.1_15	PBCW01000076.1	13335	13604	1	GB_GCA_002718015.1
FliR	PBCW01000076.1_16	PBCW01000076.1	13604	14371	1	GB_GCA_002718015.1
FliR	PBCW01000045.1_55	PBCW01000045.1	54692	55462	1	GB_GCA_002718015.1
MotA	PBCW01000045.1_5	PBCW01000045.1	5459	6301	-1	GB_GCA_002718015.1
MotK	PBCW01000045.1_45	PBCW01000045.1	46895	50566	1	GB_GCA_002718015.1
FliF	PBCW01000045.1_9	PBCW01000045.1	8605	10341	-1	GB_GCA_002718015.1
FliF	PBCW01000076.1_4	PBCW01000076.1	3710	5404	1	GB_GCA_002718015.1
FliH	PBCW01000076.1_6	PBCW01000076.1	6463	7155	1	GB_GCA_002718015.1
FliH	PBCW01000045.1_7	PBCW01000045.1	6712	7488	-1	GB_GCA_002718015.1
