gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_AZRW02000021.1_24	NZ_AZRW02000021.1	18978	19172	1	RS_GCF_000512695.2
CsrA	NZ_AZRW02000028.1_37	NZ_AZRW02000028.1	45297	45485	-1	RS_GCF_000512695.2
CsrA	NZ_AZRW02000005.1_190	NZ_AZRW02000005.1	194044	194229	1	RS_GCF_000512695.2
FlaG	NZ_AZRW02000032.1_26	NZ_AZRW02000032.1	30965	31330	1	RS_GCF_000512695.2
FlgA	NZ_AZRW02000028.1_10	NZ_AZRW02000028.1	11495	12193	1	RS_GCF_000512695.2
FlgB	NZ_AZRW02000028.1_7	NZ_AZRW02000028.1	8766	9173	-1	RS_GCF_000512695.2
FlgC	NZ_AZRW02000028.1_6	NZ_AZRW02000028.1	8319	8762	-1	RS_GCF_000512695.2
FlgD	NZ_AZRW02000028.1_5	NZ_AZRW02000028.1	7608	8303	-1	RS_GCF_000512695.2
FlgE	NZ_AZRW02000028.1_4	NZ_AZRW02000028.1	6257	7576	-1	RS_GCF_000512695.2
FlgF	NZ_AZRW02000032.1_1	NZ_AZRW02000032.1	275	1015	1	RS_GCF_000512695.2
FlgG	NZ_AZRW02000032.1_2	NZ_AZRW02000032.1	1061	1846	1	RS_GCF_000512695.2
FlgH	NZ_AZRW02000032.1_3	NZ_AZRW02000032.1	1899	2594	1	RS_GCF_000512695.2
FlgI	NZ_AZRW02000032.1_4	NZ_AZRW02000032.1	2613	3722	1	RS_GCF_000512695.2
FlgJ	NZ_AZRW02000032.1_5	NZ_AZRW02000032.1	3734	5044	1	RS_GCF_000512695.2
FlgK	NZ_AZRW02000032.1_6	NZ_AZRW02000032.1	5068	7128	1	RS_GCF_000512695.2
FlgL	NZ_AZRW02000032.1_7	NZ_AZRW02000032.1	7142	8707	1	RS_GCF_000512695.2
FlgM	NZ_AZRW02000028.1_11	NZ_AZRW02000028.1	12373	12699	1	RS_GCF_000512695.2
FlgN	NZ_AZRW02000028.1_12	NZ_AZRW02000028.1	12748	13215	1	RS_GCF_000512695.2
FlhA	NZ_AZRW02000032.1_51	NZ_AZRW02000032.1	53879	56008	1	RS_GCF_000512695.2
FlhA	NZ_AZRW02000023.1_35	NZ_AZRW02000023.1	34419	36473	-1	RS_GCF_000512695.2
FlhB	NZ_AZRW02000032.1_50	NZ_AZRW02000032.1	52507	53646	1	RS_GCF_000512695.2
FlhB	NZ_AZRW02000023.1_26	NZ_AZRW02000023.1	27715	28749	-1	RS_GCF_000512695.2
FlhG	NZ_AZRW02000032.1_54	NZ_AZRW02000032.1	57462	58292	1	RS_GCF_000512695.2
FlhG	NZ_AZRW02000001.1_102	NZ_AZRW02000001.1	97691	98512	-1	RS_GCF_000512695.2
FliC	NZ_AZRW02000032.1_25	NZ_AZRW02000032.1	30042	30893	1	RS_GCF_000512695.2
FliD	NZ_AZRW02000032.1_27	NZ_AZRW02000032.1	31413	32843	1	RS_GCF_000512695.2
FliE	NZ_AZRW02000032.1_33	NZ_AZRW02000032.1	38331	38660	1	RS_GCF_000512695.2
FliG	NZ_AZRW02000032.1_35	NZ_AZRW02000032.1	40456	41475	1	RS_GCF_000512695.2
FliJ	NZ_AZRW02000032.1_38	NZ_AZRW02000032.1	43638	44087	1	RS_GCF_000512695.2
FliK	NZ_AZRW02000032.1_42	NZ_AZRW02000032.1	46712	48067	1	RS_GCF_000512695.2
FliL	NZ_AZRW02000032.1_43	NZ_AZRW02000032.1	48239	48739	1	RS_GCF_000512695.2
FliL	NZ_AZRW02000022.1_28	NZ_AZRW02000022.1	28455	28862	-1	RS_GCF_000512695.2
FliM	NZ_AZRW02000032.1_44	NZ_AZRW02000032.1	48749	49717	1	RS_GCF_000512695.2
FliN	NZ_AZRW02000032.1_45	NZ_AZRW02000032.1	49782	50240	1	RS_GCF_000512695.2
FliN	NZ_AZRW02000023.1_30	NZ_AZRW02000023.1	30442	31359	-1	RS_GCF_000512695.2
FliO	NZ_AZRW02000032.1_46	NZ_AZRW02000032.1	50241	50693	1	RS_GCF_000512695.2
FliP	NZ_AZRW02000032.1_47	NZ_AZRW02000032.1	50693	51451	1	RS_GCF_000512695.2
FliP	NZ_AZRW02000023.1_29	NZ_AZRW02000023.1	29790	30449	-1	RS_GCF_000512695.2
FliQ	NZ_AZRW02000032.1_48	NZ_AZRW02000032.1	51448	51717	1	RS_GCF_000512695.2
FliQ	NZ_AZRW02000023.1_28	NZ_AZRW02000023.1	29526	29780	-1	RS_GCF_000512695.2
FliR	NZ_AZRW02000032.1_49	NZ_AZRW02000032.1	51721	52503	1	RS_GCF_000512695.2
FliR	NZ_AZRW02000023.1_27	NZ_AZRW02000023.1	28724	29521	-1	RS_GCF_000512695.2
FliS	NZ_AZRW02000032.1_28	NZ_AZRW02000032.1	32976	33371	1	RS_GCF_000512695.2
FliT	NZ_AZRW02000032.1_29	NZ_AZRW02000032.1	33382	33678	1	RS_GCF_000512695.2
FlrA	NZ_AZRW02000032.1_30	NZ_AZRW02000032.1	33851	35326	1	RS_GCF_000512695.2
MotA	NZ_AZRW02000032.1_60	NZ_AZRW02000032.1	63859	64599	1	RS_GCF_000512695.2
MotA	NZ_AZRW02000072.1_5	NZ_AZRW02000072.1	5781	6632	1	RS_GCF_000512695.2
MotY	NZ_AZRW02000027.1_21	NZ_AZRW02000027.1	20216	21124	1	RS_GCF_000512695.2
PilZ	NZ_AZRW02000014.1_86	NZ_AZRW02000014.1	116241	116822	-1	RS_GCF_000512695.2
PilZ	NZ_AZRW02000028.1_13	NZ_AZRW02000028.1	13304	14050	1	RS_GCF_000512695.2
FliF	NZ_AZRW02000032.1_34	NZ_AZRW02000032.1	38676	40463	1	RS_GCF_000512695.2
FliF	NZ_AZRW02000023.1_13	NZ_AZRW02000023.1	15119	15841	-1	RS_GCF_000512695.2
MotB	NZ_AZRW02000072.1_6	NZ_AZRW02000072.1	6636	7664	1	RS_GCF_000512695.2
MotB	NZ_AZRW02000032.1_61	NZ_AZRW02000032.1	64615	65505	1	RS_GCF_000512695.2
FliH	NZ_AZRW02000032.1_36	NZ_AZRW02000032.1	41483	42283	1	RS_GCF_000512695.2
