gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF1217	PVBG01000012.1_71	PVBG01000012.1	72413	73192	-1	GB_GCA_002968845.1
FlaF	PVBG01000012.1_34	PVBG01000012.1	34650	34997	-1	GB_GCA_002968845.1
MotE	PVBG01000012.1_61	PVBG01000012.1	65491	66051	-1	GB_GCA_002968845.1
FlbT	PVBG01000012.1_33	PVBG01000012.1	34204	34653	-1	GB_GCA_002968845.1
FlgA	PVBG01000012.1_63	PVBG01000012.1	67172	67654	-1	GB_GCA_002968845.1
FlgB	PVBG01000012.1_67	PVBG01000012.1	69240	69626	-1	GB_GCA_002968845.1
FlgC	PVBG01000012.1_66	PVBG01000012.1	68816	69235	-1	GB_GCA_002968845.1
FlgD	PVBG01000012.1_32	PVBG01000012.1	33773	34213	-1	GB_GCA_002968845.1
FlgE	PVBG01000012.1_37	PVBG01000012.1	37654	38970	-1	GB_GCA_002968845.1
FlgF	PVBG01000012.1_70	PVBG01000012.1	71674	72411	-1	GB_GCA_002968845.1
FlgG	PVBG01000012.1_64	PVBG01000012.1	67675	68463	-1	GB_GCA_002968845.1
FlgH	PVBG01000012.1_60	PVBG01000012.1	64775	65494	-1	GB_GCA_002968845.1
FlgI	PVBG01000012.1_62	PVBG01000012.1	66048	67175	-1	GB_GCA_002968845.1
FlgJ	PVBG01000012.1_27	PVBG01000012.1	29342	29968	-1	GB_GCA_002968845.1
FlgK	PVBG01000012.1_36	PVBG01000012.1	36139	37608	-1	GB_GCA_002968845.1
FlgL	PVBG01000012.1_35	PVBG01000012.1	35033	36136	-1	GB_GCA_002968845.1
FlhA	PVBG01000012.1_30	PVBG01000012.1	31243	33330	-1	GB_GCA_002968845.1
FlhB	PVBG01000012.1_76	PVBG01000012.1	77229	78257	1	GB_GCA_002968845.1
FliC	PVBG01000012.1_47	PVBG01000012.1	50280	51545	-1	GB_GCA_002968845.1
FliC	PVBG01000012.1_46	PVBG01000012.1	48738	50003	-1	GB_GCA_002968845.1
FliC	PVBG01000012.1_45	PVBG01000012.1	47218	48486	-1	GB_GCA_002968845.1
FliC	PVBG01000012.1_48	PVBG01000012.1	51801	53066	-1	GB_GCA_002968845.1
FliC	PVBG01000012.1_44	PVBG01000012.1	45599	46888	-1	GB_GCA_002968845.1
FliC	PVBG01000020.1_81	PVBG01000020.1	74163	75425	-1	GB_GCA_002968845.1
FliC	PVBG01000002.1_212	PVBG01000002.1	193583	194530	1	GB_GCA_002968845.1
FliC	PVBG01000003.1_380	PVBG01000003.1	384028	384219	-1	GB_GCA_002968845.1
FliE	PVBG01000012.1_65	PVBG01000012.1	68481	68819	-1	GB_GCA_002968845.1
FliG	PVBG01000012.1_75	PVBG01000012.1	75914	76966	1	GB_GCA_002968845.1
FliI	PVBG01000012.1_69	PVBG01000012.1	70254	71651	-1	GB_GCA_002968845.1
FliK	PVBG01000012.1_40	PVBG01000012.1	40676	42139	-1	GB_GCA_002968845.1
FliL	PVBG01000012.1_59	PVBG01000012.1	64214	64732	-1	GB_GCA_002968845.1
FliL	PVBG01000012.1_25	PVBG01000012.1	28403	28951	-1	GB_GCA_002968845.1
FliM	PVBG01000012.1_73	PVBG01000012.1	74259	75215	1	GB_GCA_002968845.1
FliN	PVBG01000012.1_74	PVBG01000012.1	75289	75885	1	GB_GCA_002968845.1
FliO	PVBG01000009.1_173	PVBG01000009.1	175929	177002	1	GB_GCA_002968845.1
FliP	PVBG01000012.1_50	PVBG01000012.1	55400	56137	-1	GB_GCA_002968845.1
FliQ	PVBG01000012.1_31	PVBG01000012.1	33453	33719	-1	GB_GCA_002968845.1
FliR	PVBG01000012.1_29	PVBG01000012.1	30462	31214	-1	GB_GCA_002968845.1
MotA	PVBG01000012.1_72	PVBG01000012.1	73393	74262	1	GB_GCA_002968845.1
MotC	PVBG01000012.1_41	PVBG01000012.1	42136	43407	-1	GB_GCA_002968845.1
FliF	PVBG01000012.1_80	PVBG01000012.1	80632	82302	-1	GB_GCA_002968845.1
MotB	PVBG01000012.1_42	PVBG01000012.1	43410	44738	-1	GB_GCA_002968845.1
FliH	PVBG01000012.1_43	PVBG01000012.1	44735	45376	-1	GB_GCA_002968845.1
