gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	NZ_LMEW01000035.1_147	NZ_LMEW01000035.1	154083	154436	-1	RS_GCF_001426525.1
FlgA	NZ_LMEW01000035.1_112	NZ_LMEW01000035.1	122414	123115	-1	RS_GCF_001426525.1
FlgA	NZ_LMEW01000001.1_492	NZ_LMEW01000001.1	556020	556691	1	RS_GCF_001426525.1
FlgA	NZ_LMEW01000012.1_515	NZ_LMEW01000012.1	619996	620973	1	RS_GCF_001426525.1
FlgB	NZ_LMEW01000035.1_113	NZ_LMEW01000035.1	123280	123708	1	RS_GCF_001426525.1
FlgB	NZ_LMEW01000001.1_491	NZ_LMEW01000001.1	555545	555904	-1	RS_GCF_001426525.1
FlgB	NZ_LMEW01000012.1_518	NZ_LMEW01000012.1	622688	623062	1	RS_GCF_001426525.1
FlgC	NZ_LMEW01000035.1_114	NZ_LMEW01000035.1	123711	124109	1	RS_GCF_001426525.1
FlgC	NZ_LMEW01000001.1_490	NZ_LMEW01000001.1	555130	555534	-1	RS_GCF_001426525.1
FlgC	NZ_LMEW01000012.1_519	NZ_LMEW01000012.1	623062	623493	1	RS_GCF_001426525.1
FlgD	NZ_LMEW01000035.1_115	NZ_LMEW01000035.1	124138	124845	1	RS_GCF_001426525.1
FlgD	NZ_LMEW01000001.1_489	NZ_LMEW01000001.1	554462	555127	-1	RS_GCF_001426525.1
FlgD	NZ_LMEW01000012.1_527	NZ_LMEW01000012.1	629372	629776	1	RS_GCF_001426525.1
FlgE	NZ_LMEW01000035.1_116	NZ_LMEW01000035.1	124889	126415	1	RS_GCF_001426525.1
FlgE	NZ_LMEW01000001.1_488	NZ_LMEW01000001.1	553236	554420	-1	RS_GCF_001426525.1
FlgE	NZ_LMEW01000012.1_528	NZ_LMEW01000012.1	629786	630973	1	RS_GCF_001426525.1
FlgF	NZ_LMEW01000035.1_117	NZ_LMEW01000035.1	126499	127239	1	RS_GCF_001426525.1
FlgF	NZ_LMEW01000001.1_487	NZ_LMEW01000001.1	552498	553223	-1	RS_GCF_001426525.1
FlgG	NZ_LMEW01000035.1_118	NZ_LMEW01000035.1	127423	128205	1	RS_GCF_001426525.1
FlgG	NZ_LMEW01000001.1_486	NZ_LMEW01000001.1	551675	552460	-1	RS_GCF_001426525.1
FlgG	NZ_LMEW01000012.1_514	NZ_LMEW01000012.1	619188	619973	1	RS_GCF_001426525.1
FlgH	NZ_LMEW01000001.1_485	NZ_LMEW01000001.1	551004	551672	-1	RS_GCF_001426525.1
FlgH	NZ_LMEW01000035.1_119	NZ_LMEW01000035.1	128202	128951	1	RS_GCF_001426525.1
FlgH	NZ_LMEW01000012.1_516	NZ_LMEW01000012.1	620984	621559	1	RS_GCF_001426525.1
FlgI	NZ_LMEW01000035.1_120	NZ_LMEW01000035.1	129009	130115	1	RS_GCF_001426525.1
FlgI	NZ_LMEW01000001.1_484	NZ_LMEW01000001.1	549839	550996	-1	RS_GCF_001426525.1
FlgI	NZ_LMEW01000012.1_517	NZ_LMEW01000012.1	621559	622674	1	RS_GCF_001426525.1
FlgJ	NZ_LMEW01000035.1_121	NZ_LMEW01000035.1	130130	131089	1	RS_GCF_001426525.1
FlgJ	NZ_LMEW01000001.1_493	NZ_LMEW01000001.1	556681	557403	-1	RS_GCF_001426525.1
FlgJ	NZ_LMEW01000001.1_483	NZ_LMEW01000001.1	549498	549839	-1	RS_GCF_001426525.1
FlgK	NZ_LMEW01000035.1_122	NZ_LMEW01000035.1	131166	133115	1	RS_GCF_001426525.1
FlgK	NZ_LMEW01000001.1_482	NZ_LMEW01000001.1	548082	549452	-1	RS_GCF_001426525.1
FlgL	NZ_LMEW01000035.1_123	NZ_LMEW01000035.1	133132	134361	1	RS_GCF_001426525.1
FlgL	NZ_LMEW01000001.1_481	NZ_LMEW01000001.1	547159	548070	-1	RS_GCF_001426525.1
FlgM	NZ_LMEW01000035.1_111	NZ_LMEW01000035.1	121970	122275	-1	RS_GCF_001426525.1
FlgM	NZ_LMEW01000001.1_495	NZ_LMEW01000001.1	557823	558101	-1	RS_GCF_001426525.1
FlgN	NZ_LMEW01000035.1_110	NZ_LMEW01000035.1	121492	121962	-1	RS_GCF_001426525.1
FlgN	NZ_LMEW01000001.1_494	NZ_LMEW01000001.1	557390	557818	-1	RS_GCF_001426525.1
FlhA	NZ_LMEW01000035.1_100	NZ_LMEW01000035.1	109409	111541	1	RS_GCF_001426525.1
FlhA	NZ_LMEW01000001.1_516	NZ_LMEW01000001.1	574766	576862	1	RS_GCF_001426525.1
FlhA	NZ_LMEW01000012.1_540	NZ_LMEW01000012.1	638008	640062	1	RS_GCF_001426525.1
