gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	JAGTRW010000023.1_38	JAGTRW010000023.1	38736	39110	1	GB_GCA_018262095.1
FlgA	JAGTRW010000075.1_3	JAGTRW010000075.1	949	1650	-1	GB_GCA_018262095.1
FlgB	JAGTRW010000075.1_4	JAGTRW010000075.1	1870	2271	1	GB_GCA_018262095.1
FlgC	JAGTRW010000075.1_5	JAGTRW010000075.1	2276	2680	1	GB_GCA_018262095.1
FlgD	JAGTRW010000075.1_6	JAGTRW010000075.1	2705	3424	1	GB_GCA_018262095.1
FlgF	JAGTRW010000038.1_53	JAGTRW010000038.1	46543	47286	-1	GB_GCA_018262095.1
FlgG	JAGTRW010000038.1_52	JAGTRW010000038.1	45742	46527	-1	GB_GCA_018262095.1
FlgH	JAGTRW010000038.1_51	JAGTRW010000038.1	45069	45731	-1	GB_GCA_018262095.1
FlgI	JAGTRW010000038.1_50	JAGTRW010000038.1	43932	45059	-1	GB_GCA_018262095.1
FlgJ	JAGTRW010000038.1_49	JAGTRW010000038.1	42854	43819	-1	GB_GCA_018262095.1
FlgK	JAGTRW010000038.1_48	JAGTRW010000038.1	40823	42793	-1	GB_GCA_018262095.1
FlgL	JAGTRW010000038.1_47	JAGTRW010000038.1	38848	40812	-1	GB_GCA_018262095.1
FlgM	JAGTRW010000075.1_2	JAGTRW010000075.1	580	858	-1	GB_GCA_018262095.1
FlgN	JAGTRW010000075.1_1	JAGTRW010000075.1	95	580	-1	GB_GCA_018262095.1
FlgO	JAGTRW010000012.1_66	JAGTRW010000012.1	77001	77645	-1	GB_GCA_018262095.1
FlhA	JAGTRW010000040.1_30	JAGTRW010000040.1	31832	33916	1	GB_GCA_018262095.1
FlhB	JAGTRW010000040.1_29	JAGTRW010000040.1	30700	31839	1	GB_GCA_018262095.1
FlhF	JAGTRW010000040.1_31	JAGTRW010000040.1	33913	35229	1	GB_GCA_018262095.1
FlhG	JAGTRW010000040.1_32	JAGTRW010000040.1	35222	36115	1	GB_GCA_018262095.1
FliA	JAGTRW010000040.1_33	JAGTRW010000040.1	36128	36868	1	GB_GCA_018262095.1
FliC	JAGTRW010000023.1_37	JAGTRW010000023.1	37193	38608	1	GB_GCA_018262095.1
FliD	JAGTRW010000023.1_39	JAGTRW010000023.1	39151	40515	1	GB_GCA_018262095.1
FliE	JAGTRW010000038.1_31	JAGTRW010000038.1	24783	25106	-1	GB_GCA_018262095.1
FliG	JAGTRW010000038.1_35	JAGTRW010000038.1	29704	30699	1	GB_GCA_018262095.1
FliI	JAGTRW010000038.1_37	JAGTRW010000038.1	31425	32843	1	GB_GCA_018262095.1
FliJ	JAGTRW010000038.1_38	JAGTRW010000038.1	32860	33306	1	GB_GCA_018262095.1
FliK	JAGTRW010000038.1_39	JAGTRW010000038.1	33404	34552	1	GB_GCA_018262095.1
FliK	JAGTRW010000023.1_42	JAGTRW010000023.1	41232	42479	1	GB_GCA_018262095.1
FliL	JAGTRW010000038.1_40	JAGTRW010000038.1	34642	35184	1	GB_GCA_018262095.1
FliM	JAGTRW010000038.1_41	JAGTRW010000038.1	35191	36195	1	GB_GCA_018262095.1
FliN	JAGTRW010000038.1_42	JAGTRW010000038.1	36188	36607	1	GB_GCA_018262095.1
FliO	JAGTRW010000038.1_43	JAGTRW010000038.1	36807	37118	1	GB_GCA_018262095.1
FliP	JAGTRW010000038.1_44	JAGTRW010000038.1	37105	37860	1	GB_GCA_018262095.1
FliQ	JAGTRW010000038.1_45	JAGTRW010000038.1	37857	38126	1	GB_GCA_018262095.1
FliR	JAGTRW010000038.1_46	JAGTRW010000038.1	38134	38916	1	GB_GCA_018262095.1
FliS	JAGTRW010000023.1_40	JAGTRW010000023.1	40534	40944	1	GB_GCA_018262095.1
FliT	JAGTRW010000023.1_41	JAGTRW010000023.1	40948	41229	1	GB_GCA_018262095.1
FliW	JAGTRW010000012.1_99	JAGTRW010000012.1	119978	120415	1	GB_GCA_018262095.1
MotA	JAGTRW010000040.1_34	JAGTRW010000040.1	36861	37601	1	GB_GCA_018262095.1
MotA	JAGTRW010000040.1_20	JAGTRW010000040.1	21908	22765	1	GB_GCA_018262095.1
Transglycosylase	JAGTRW010000056.1_23	JAGTRW010000056.1	21267	22037	-1	GB_GCA_018262095.1
Transglycosylase	JAGTRW010000011.1_19	JAGTRW010000011.1	25230	26120	1	GB_GCA_018262095.1
FlrC	JAGTRW010000038.1_32	JAGTRW010000038.1	25185	26540	-1	GB_GCA_018262095.1
FliF	JAGTRW010000038.1_34	JAGTRW010000038.1	28095	29711	1	GB_GCA_018262095.1
MotB	JAGTRW010000040.1_21	JAGTRW010000040.1	22784	23716	1	GB_GCA_018262095.1
MotB	JAGTRW010000040.1_35	JAGTRW010000040.1	37671	38408	1	GB_GCA_018262095.1
MotB	JAGTRW010000016.1_13	JAGTRW010000016.1	17414	18052	1	GB_GCA_018262095.1
FliH	JAGTRW010000038.1_36	JAGTRW010000038.1	30713	31411	1	GB_GCA_018262095.1
