gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	KI260567.1_156	KI260567.1	174832	175062	1	GB_GCA_000468055.1
DUF327	KI260561.1_32	KI260561.1	31838	32368	1	GB_GCA_000468055.1
FlaG	KI260567.1_163	KI260567.1	180234	180575	-1	GB_GCA_000468055.1
FlaG	KI260569.1_3	KI260569.1	5673	8087	-1	GB_GCA_000468055.1
FlcA	KI260564.1_273	KI260564.1	307127	310483	-1	GB_GCA_000468055.1
FlcB	KI260564.1_173	KI260564.1	208023	210125	-1	GB_GCA_000468055.1
FlcC	KI260564.1_68	KI260564.1	84382	85341	1	GB_GCA_000468055.1
FlcD	KI260569.1_159	KI260569.1	195586	197685	-1	GB_GCA_000468055.1
FlgB	KI260569.1_57	KI260569.1	78602	79018	-1	GB_GCA_000468055.1
FlgC	KI260569.1_56	KI260569.1	78133	78588	-1	GB_GCA_000468055.1
FlgD	KI260564.1_303	KI260564.1	343705	344145	1	GB_GCA_000468055.1
FlgE	KI260564.1_304	KI260564.1	344160	345551	1	GB_GCA_000468055.1
FlgF	KI260564.1_358	KI260564.1	412893	413690	1	GB_GCA_000468055.1
FlgG	KI260564.1_359	KI260564.1	413704	414498	1	GB_GCA_000468055.1
FlgJ	KI260564.1_360	KI260564.1	414516	415049	1	GB_GCA_000468055.1
FlgK	KI260567.1_153	KI260567.1	171228	173117	1	GB_GCA_000468055.1
FlgL	KI260567.1_154	KI260567.1	173127	174371	1	GB_GCA_000468055.1
FlgM	KI260571.1_60	KI260571.1	54633	54920	-1	GB_GCA_000468055.1
FlgN	KI260567.1_152	KI260567.1	170724	171218	1	GB_GCA_000468055.1
FlhA	KI260567.1_120	KI260567.1	139999	142083	1	GB_GCA_000468055.1
FlhB	KI260567.1_119	KI260567.1	138817	139989	1	GB_GCA_000468055.1
FlhG	KI260567.1_122	KI260567.1	143288	144178	1	GB_GCA_000468055.1
FlhG	KI260561.1_308	KI260561.1	349725	350858	1	GB_GCA_000468055.1
FliC	KI260567.1_164	KI260567.1	180715	181572	-1	GB_GCA_000468055.1
FliC	KI260567.1_165	KI260567.1	181956	182816	-1	GB_GCA_000468055.1
FliD	KI260567.1_162	KI260567.1	178194	180209	-1	GB_GCA_000468055.1
FliE	KI260569.1_55	KI260569.1	77764	78114	-1	GB_GCA_000468055.1
FliG	KI260569.1_53	KI260569.1	74896	75960	-1	GB_GCA_000468055.1
FliG	KI260554.1_14	KI260554.1	18758	20101	-1	GB_GCA_000468055.1
FliJ	KI260569.1_50	KI260569.1	72172	72600	-1	GB_GCA_000468055.1
FliK	KI260564.1_302	KI260564.1	342205	343692	1	GB_GCA_000468055.1
FliL	KI260567.1_112	KI260567.1	133460	134002	1	GB_GCA_000468055.1
FliL	KI260556.1_51	KI260556.1	58436	58984	-1	GB_GCA_000468055.1
FliM	KI260567.1_113	KI260567.1	134026	135060	1	GB_GCA_000468055.1
FliN	KI260567.1_114	KI260567.1	135053	136162	1	GB_GCA_000468055.1
FliO	KI260567.1_115	KI260567.1	136217	136912	1	GB_GCA_000468055.1
FliP	KI260567.1_116	KI260567.1	136905	137738	1	GB_GCA_000468055.1
FliQ	KI260567.1_117	KI260567.1	137750	138019	1	GB_GCA_000468055.1
FliR	KI260567.1_118	KI260567.1	138032	138820	1	GB_GCA_000468055.1
FliS	KI260561.1_250	KI260561.1	279638	280078	-1	GB_GCA_000468055.1
FliW	KI260567.1_155	KI260567.1	174386	174838	1	GB_GCA_000468055.1
MotA	KI260567.1_110	KI260567.1	131925	132707	1	GB_GCA_000468055.1
PilZ	KI260567.1_160	KI260567.1	176481	177578	-1	GB_GCA_000468055.1
SwrD	KI260567.1_109	KI260567.1	131727	131906	1	GB_GCA_000468055.1
FliF	KI260569.1_54	KI260569.1	75962	77671	-1	GB_GCA_000468055.1
MotB	KI260567.1_111	KI260567.1	132710	133429	1	GB_GCA_000468055.1
FliH	KI260569.1_52	KI260569.1	73950	74882	-1	GB_GCA_000468055.1
FliH	KI260552.1_36	KI260552.1	40016	40648	-1	GB_GCA_000468055.1
