gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	NZ_AEWG01000160.1_66	NZ_AEWG01000160.1	71382	71822	1	RS_GCF_000190375.1
FlgA	NZ_AEWG01000157.1_1	NZ_AEWG01000157.1	1	558	1	RS_GCF_000190375.1
FlgB	NZ_AEWG01000043.1_12	NZ_AEWG01000043.1	10032	10484	-1	RS_GCF_000190375.1
FlgC	NZ_AEWG01000043.1_11	NZ_AEWG01000043.1	9601	10020	-1	RS_GCF_000190375.1
FlgD	NZ_AEWG01000043.1_10	NZ_AEWG01000043.1	8941	9582	-1	RS_GCF_000190375.1
FlgE	NZ_AEWG01000043.1_9	NZ_AEWG01000043.1	7629	8927	-1	RS_GCF_000190375.1
FlgF	NZ_AEWG01000043.1_8	NZ_AEWG01000043.1	6881	7603	-1	RS_GCF_000190375.1
FlgG	NZ_AEWG01000043.1_7	NZ_AEWG01000043.1	5936	6718	-1	RS_GCF_000190375.1
FlgH	NZ_AEWG01000043.1_6	NZ_AEWG01000043.1	5256	5939	-1	RS_GCF_000190375.1
FlgH	NZ_AEWG01000153.1_10	NZ_AEWG01000153.1	4150	4845	1	RS_GCF_000190375.1
FlgI	NZ_AEWG01000043.1_5	NZ_AEWG01000043.1	4138	5244	-1	RS_GCF_000190375.1
FlgJ	NZ_AEWG01000043.1_4	NZ_AEWG01000043.1	3278	4138	-1	RS_GCF_000190375.1
FlgK	NZ_AEWG01000043.1_3	NZ_AEWG01000043.1	1277	3256	-1	RS_GCF_000190375.1
FlgL	NZ_AEWG01000043.1_2	NZ_AEWG01000043.1	323	1249	-1	RS_GCF_000190375.1
FlgM	NZ_AEWG01000157.1_2	NZ_AEWG01000157.1	694	987	1	RS_GCF_000190375.1
FlhA	NZ_AEWG01000126.1_7	NZ_AEWG01000126.1	5191	7281	1	RS_GCF_000190375.1
FlhA	NZ_AEWG01000092.1_2	NZ_AEWG01000092.1	554	2530	1	RS_GCF_000190375.1
FlhB	NZ_AEWG01000126.1_6	NZ_AEWG01000126.1	4034	5194	1	RS_GCF_000190375.1
FlhB	NZ_AEWG01000075.1_25	NZ_AEWG01000075.1	18370	19533	-1	RS_GCF_000190375.1
FlhC	NZ_AEWG01000116.1_33	NZ_AEWG01000116.1	32266	32832	1	RS_GCF_000190375.1
FlhD	NZ_AEWG01000116.1_32	NZ_AEWG01000116.1	31752	32075	1	RS_GCF_000190375.1
FlhF	NZ_AEWG01000157.1_8	NZ_AEWG01000157.1	6811	7872	-1	RS_GCF_000190375.1
FlhG	NZ_AEWG01000158.1_62	NZ_AEWG01000158.1	63077	63913	-1	RS_GCF_000190375.1
FliA	NZ_AEWG01000157.1_6	NZ_AEWG01000157.1	5260	5973	-1	RS_GCF_000190375.1
FliA	NZ_AEWG01000007.1_10	NZ_AEWG01000007.1	9240	10154	1	RS_GCF_000190375.1
FliC	NZ_AEWG01000116.1_16	NZ_AEWG01000116.1	13466	14320	-1	RS_GCF_000190375.1
FliC	NZ_AEWG01000116.1_15	NZ_AEWG01000116.1	12442	13299	-1	RS_GCF_000190375.1
FliD	NZ_AEWG01000116.1_14	NZ_AEWG01000116.1	10845	12281	-1	RS_GCF_000190375.1
FliE	NZ_AEWG01000116.1_7	NZ_AEWG01000116.1	5734	6063	1	RS_GCF_000190375.1
