gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	DQGF01000035.1_2	DQGF01000035.1	863	1054	-1	GB_GCA_003525045.1
CsrA	DQGF01000451.1_2	DQGF01000451.1	336	521	-1	GB_GCA_003525045.1
FlgA	DQGF01000174.1_12	DQGF01000174.1	11127	11825	-1	GB_GCA_003525045.1
FlgB	DQGF01000467.1_1	DQGF01000467.1	209	616	1	GB_GCA_003525045.1
FlgC	DQGF01000467.1_2	DQGF01000467.1	620	1063	1	GB_GCA_003525045.1
FlgD	DQGF01000467.1_3	DQGF01000467.1	1079	1798	1	GB_GCA_003525045.1
FlgE	DQGF01000467.1_4	DQGF01000467.1	1830	3161	1	GB_GCA_003525045.1
FlgF	DQGF01000332.1_2	DQGF01000332.1	2375	3115	1	GB_GCA_003525045.1
FlgG	DQGF01000332.1_3	DQGF01000332.1	3161	3946	1	GB_GCA_003525045.1
FlgH	DQGF01000332.1_4	DQGF01000332.1	3999	4694	1	GB_GCA_003525045.1
FlgI	DQGF01000332.1_5	DQGF01000332.1	4704	5810	1	GB_GCA_003525045.1
FlgJ	DQGF01000332.1_6	DQGF01000332.1	5822	7123	1	GB_GCA_003525045.1
FlgK	DQGF01000332.1_7	DQGF01000332.1	7861	9507	1	GB_GCA_003525045.1
FlgL	DQGF01000332.1_8	DQGF01000332.1	9521	11089	1	GB_GCA_003525045.1
FlgM	DQGF01000174.1_11	DQGF01000174.1	10619	10945	-1	GB_GCA_003525045.1
FlgN	DQGF01000174.1_10	DQGF01000174.1	10103	10570	-1	GB_GCA_003525045.1
FlhA	DQGF01000045.1_2	DQGF01000045.1	484	1710	1	GB_GCA_003525045.1
FlhA	DQGF01000233.1_1	DQGF01000233.1	3	104	-1	GB_GCA_003525045.1
FlhB	DQGF01000233.1_6	DQGF01000233.1	3854	4819	-1	GB_GCA_003525045.1
FlhG	DQGF01000045.1_4	DQGF01000045.1	3167	3997	1	GB_GCA_003525045.1
FliE	DQGF01000072.1_1	DQGF01000072.1	180	509	1	GB_GCA_003525045.1
FliG	DQGF01000072.1_3	DQGF01000072.1	2311	3330	1	GB_GCA_003525045.1
FliJ	DQGF01000072.1_6	DQGF01000072.1	5493	5942	1	GB_GCA_003525045.1
FliK	DQGF01000478.1_6	DQGF01000478.1	7349	8674	-1	GB_GCA_003525045.1
FliL	DQGF01000233.1_14	DQGF01000233.1	9091	9483	-1	GB_GCA_003525045.1
FliL	DQGF01000396.1_2	DQGF01000396.1	958	1398	1	GB_GCA_003525045.1
FliM	DQGF01000233.1_13	DQGF01000233.1	8113	9081	-1	GB_GCA_003525045.1
FliN	DQGF01000233.1_12	DQGF01000233.1	7590	8045	-1	GB_GCA_003525045.1
FliO	DQGF01000233.1_11	DQGF01000233.1	7131	7589	-1	GB_GCA_003525045.1
FliP	DQGF01000233.1_10	DQGF01000233.1	6373	7131	-1	GB_GCA_003525045.1
FliQ	DQGF01000233.1_9	DQGF01000233.1	6107	6376	-1	GB_GCA_003525045.1
FliR	DQGF01000233.1_8	DQGF01000233.1	5318	6103	-1	GB_GCA_003525045.1
FlrA	DQGF01000144.1_4	DQGF01000144.1	3465	4421	-1	GB_GCA_003525045.1
MotA	DQGF01000045.1_12	DQGF01000045.1	10153	10893	1	GB_GCA_003525045.1
MotY	DQGF01000158.1_13	DQGF01000158.1	12378	13283	-1	GB_GCA_003525045.1
PilZ	DQGF01000376.1_4	DQGF01000376.1	3510	4091	-1	GB_GCA_003525045.1
PilZ	DQGF01000174.1_9	DQGF01000174.1	9264	10010	-1	GB_GCA_003525045.1
FliF	DQGF01000072.1_2	DQGF01000072.1	525	2318	1	GB_GCA_003525045.1
MotB	DQGF01000096.1_1	DQGF01000096.1	170	1198	-1	GB_GCA_003525045.1
MotB	DQGF01000045.1_13	DQGF01000045.1	10909	11802	1	GB_GCA_003525045.1
FliH	DQGF01000072.1_4	DQGF01000072.1	3338	4138	1	GB_GCA_003525045.1
