gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgA	CAIZGA010000253.1_2	CAIZGA010000253.1	651	1232	1	GB_GCA_903932385.1
FlgB	CAIZGA010000615.1_4	CAIZGA010000615.1	1771	2265	-1	GB_GCA_903932385.1
FlgC	CAIZGA010000615.1_3	CAIZGA010000615.1	1242	1739	-1	GB_GCA_903932385.1
FlgG	CAIZGA010000253.1_1	CAIZGA010000253.1	3	638	1	GB_GCA_903932385.1
FlgH	CAIZGA010000253.1_3	CAIZGA010000253.1	1248	2012	1	GB_GCA_903932385.1
FlgI	CAIZGA010000403.1_1	CAIZGA010000403.1	3	1256	1	GB_GCA_903932385.1
FlgJ	CAIZGA010000403.1_2	CAIZGA010000403.1	1274	1684	1	GB_GCA_903932385.1
FlgK	CAIZGA010000403.1_5	CAIZGA010000403.1	2354	3163	1	GB_GCA_903932385.1
FlgL	CAIZGA010000365.1_1	CAIZGA010000365.1	3	854	1	GB_GCA_903932385.1
FlgM	CAIZGA010000403.1_3	CAIZGA010000403.1	1754	2071	1	GB_GCA_903932385.1
FlhA	CAIZGA010000458.1_1	CAIZGA010000458.1	1	1746	-1	GB_GCA_903932385.1
FlhA	CAIZGA010000111.1_6	CAIZGA010000111.1	3995	4423	-1	GB_GCA_903932385.1
FlhB	CAIZGA010000458.1_2	CAIZGA010000458.1	1743	2405	-1	GB_GCA_903932385.1
FlhB	CAIZGA010000212.1_1	CAIZGA010000212.1	1	516	-1	GB_GCA_903932385.1
FliC	CAIZGA010000685.1_8	CAIZGA010000685.1	7023	8618	-1	GB_GCA_903932385.1
FliD	CAIZGA010000685.1_7	CAIZGA010000685.1	5484	6860	-1	GB_GCA_903932385.1
FliE	CAIZGA010000615.1_2	CAIZGA010000615.1	826	1200	-1	GB_GCA_903932385.1
FliG	CAIZGA010000155.1_1	CAIZGA010000155.1	1	774	-1	GB_GCA_903932385.1
FliG	CAIZGA010000439.1_5	CAIZGA010000439.1	4201	4521	-1	GB_GCA_903932385.1
FliK	CAIZGA010000439.1_1	CAIZGA010000439.1	49	1575	-1	GB_GCA_903932385.1
FliL	CAIZGA010000551.1_1	CAIZGA010000551.1	138	683	1	GB_GCA_903932385.1
FliM	CAIZGA010000111.1_4	CAIZGA010000111.1	1891	2910	-1	GB_GCA_903932385.1
FliN	CAIZGA010000111.1_3	CAIZGA010000111.1	1503	1865	-1	GB_GCA_903932385.1
FliO	CAIZGA010000551.1_3	CAIZGA010000551.1	1041	1397	1	GB_GCA_903932385.1
FliO	CAIZGA010000284.1_4	CAIZGA010000284.1	2473	2781	1	GB_GCA_903932385.1
FliP	CAIZGA010000212.1_4	CAIZGA010000212.1	1617	2333	-1	GB_GCA_903932385.1
FliQ	CAIZGA010000212.1_3	CAIZGA010000212.1	1313	1582	-1	GB_GCA_903932385.1
FliR	CAIZGA010000212.1_2	CAIZGA010000212.1	513	1310	-1	GB_GCA_903932385.1
FliS	CAIZGA010000685.1_6	CAIZGA010000685.1	5005	5481	-1	GB_GCA_903932385.1
MotA	CAIZGA010000685.1_10	CAIZGA010000685.1	9317	10090	1	GB_GCA_903932385.1
SwrD	CAIZGA010000685.1_9	CAIZGA010000685.1	8952	9278	1	GB_GCA_903932385.1
Transglycosylase	CAIZGA010000510.1_2	CAIZGA010000510.1	224	1033	1	GB_GCA_903932385.1
FliF	CAIZGA010000615.1_1	CAIZGA010000615.1	1	747	-1	GB_GCA_903932385.1
FliH	CAIZGA010000439.1_4	CAIZGA010000439.1	3453	4217	-1	GB_GCA_903932385.1
