gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgB	CACWZA010000010.1_50	CACWZA010000010.1	44229	44579	-1	GB_GCA_902765215.1
FlgC	CACWZA010000010.1_49	CACWZA010000010.1	43778	44221	-1	GB_GCA_902765215.1
FlhA	CACWZA010000012.1_8	CACWZA010000012.1	6891	8963	1	GB_GCA_902765215.1
FlhB	CACWZA010000015.1_18	CACWZA010000015.1	18605	19681	1	GB_GCA_902765215.1
FliA	CACWZA010000043.1_4	CACWZA010000043.1	3731	4555	-1	GB_GCA_902765215.1
FliE	CACWZA010000012.1_4	CACWZA010000012.1	2859	3215	1	GB_GCA_902765215.1
FliI	CACWZA010000001.1_116	CACWZA010000001.1	118578	119924	-1	GB_GCA_902765215.1
FliJ	CACWZA010000019.1_2	CACWZA010000019.1	685	1191	1	GB_GCA_902765215.1
FliN	CACWZA010000002.1_40	CACWZA010000002.1	45558	46766	-1	GB_GCA_902765215.1
FliO	CACWZA010000002.1_39	CACWZA010000002.1	45128	45529	-1	GB_GCA_902765215.1
FliP	CACWZA010000002.1_38	CACWZA010000002.1	44464	45105	-1	GB_GCA_902765215.1
FliQ	CACWZA010000002.1_37	CACWZA010000002.1	43948	44439	-1	GB_GCA_902765215.1
FliR	CACWZA010000002.1_35	CACWZA010000002.1	42783	43568	-1	GB_GCA_902765215.1
PilZ	CACWZA010000014.1_33	CACWZA010000014.1	29307	29897	1	GB_GCA_902765215.1
Transglycosylase	CACWZA010000004.1_21	CACWZA010000004.1	16450	17118	-1	GB_GCA_902765215.1
FliF	CACWZA010000012.1_5	CACWZA010000012.1	3265	4911	1	GB_GCA_902765215.1
FliH	CACWZA010000012.1_7	CACWZA010000012.1	6151	6891	1	GB_GCA_902765215.1
