gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF1217	NZ_VOJI01000001.1_286	NZ_VOJI01000001.1	311413	313014	-1	RS_GCF_007923445.1
FlaF	NZ_VOJI01000040.1_2	NZ_VOJI01000040.1	483	860	-1	RS_GCF_007923445.1
FlbT	NZ_VOJI01000040.1_1	NZ_VOJI01000040.1	91	486	-1	RS_GCF_007923445.1
FlgA	NZ_VOJI01000007.1_11	NZ_VOJI01000007.1	21637	22056	1	RS_GCF_007923445.1
FlgB	NZ_VOJI01000007.1_5	NZ_VOJI01000007.1	18714	19124	1	RS_GCF_007923445.1
FlgC	NZ_VOJI01000007.1_6	NZ_VOJI01000007.1	19139	19531	1	RS_GCF_007923445.1
FlgD	NZ_VOJI01000040.1_7	NZ_VOJI01000040.1	6616	7323	1	RS_GCF_007923445.1
FlgE	NZ_VOJI01000001.1_86	NZ_VOJI01000001.1	92829	94130	1	RS_GCF_007923445.1
FlgF	NZ_VOJI01000007.1_9	NZ_VOJI01000007.1	20125	20835	1	RS_GCF_007923445.1
FlgG	NZ_VOJI01000007.1_10	NZ_VOJI01000007.1	20855	21640	1	RS_GCF_007923445.1
FlgH	NZ_VOJI01000007.1_12	NZ_VOJI01000007.1	22053	22814	1	RS_GCF_007923445.1
FlgI	NZ_VOJI01000001.1_89	NZ_VOJI01000001.1	96638	97753	1	RS_GCF_007923445.1
FlgJ	NZ_VOJI01000040.1_5	NZ_VOJI01000040.1	2773	3066	-1	RS_GCF_007923445.1
FlgK	NZ_VOJI01000001.1_87	NZ_VOJI01000001.1	94181	95626	1	RS_GCF_007923445.1
FlgN	NZ_VOJI01000040.1_4	NZ_VOJI01000040.1	2436	2795	-1	RS_GCF_007923445.1
FlhA	NZ_VOJI01000001.1_93	NZ_VOJI01000001.1	102419	104503	1	RS_GCF_007923445.1
FlhB	NZ_VOJI01000001.1_95	NZ_VOJI01000001.1	105264	106355	1	RS_GCF_007923445.1
FliC	NZ_VOJI01000040.1_3	NZ_VOJI01000040.1	939	2228	-1	RS_GCF_007923445.1
FliE	NZ_VOJI01000007.1_7	NZ_VOJI01000007.1	19555	19851	1	RS_GCF_007923445.1
FliG	NZ_VOJI01000002.1_195	NZ_VOJI01000002.1	198198	199256	1	RS_GCF_007923445.1
FliK	NZ_VOJI01000040.1_6	NZ_VOJI01000040.1	3177	6605	1	RS_GCF_007923445.1
FliL	NZ_VOJI01000001.1_110	NZ_VOJI01000001.1	119352	119858	-1	RS_GCF_007923445.1
FliL	NZ_VOJI01000007.1_13	NZ_VOJI01000007.1	22827	23333	1	RS_GCF_007923445.1
FliM	NZ_VOJI01000005.1_14	NZ_VOJI01000005.1	10847	11881	-1	RS_GCF_007923445.1
FliN	NZ_VOJI01000001.1_113	NZ_VOJI01000001.1	122200	122493	1	RS_GCF_007923445.1
FliP	NZ_VOJI01000001.1_114	NZ_VOJI01000001.1	122496	123227	1	RS_GCF_007923445.1
FliQ	NZ_VOJI01000007.1_8	NZ_VOJI01000007.1	19853	20122	1	RS_GCF_007923445.1
FliR	NZ_VOJI01000001.1_94	NZ_VOJI01000001.1	104503	105264	1	RS_GCF_007923445.1
MotA	NZ_VOJI01000001.1_90	NZ_VOJI01000001.1	97863	98732	1	RS_GCF_007923445.1
MotK	NZ_VOJI01000001.1_91	NZ_VOJI01000001.1	98729	100963	1	RS_GCF_007923445.1
FliF	NZ_VOJI01000001.1_111	NZ_VOJI01000001.1	119977	121608	1	RS_GCF_007923445.1
MotB	NZ_VOJI01000001.1_85	NZ_VOJI01000001.1	91881	92720	1	RS_GCF_007923445.1
FliH	NZ_VOJI01000001.1_112	NZ_VOJI01000001.1	121608	122207	1	RS_GCF_007923445.1
