gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgA	DEBC01000086.1_9	DEBC01000086.1	7078	7890	-1	GB_GCA_002348365.1
FlgH	DEBC01000086.1_8	DEBC01000086.1	6290	7057	-1	GB_GCA_002348365.1
FliC	DEBC01000075.1_6	DEBC01000075.1	5635	6417	-1	GB_GCA_002348365.1
FliE	DEBC01000145.1_12	DEBC01000145.1	11961	12302	1	GB_GCA_002348365.1
FliG	DEBC01000044.1_56	DEBC01000044.1	60514	61536	-1	GB_GCA_002348365.1
FliG	DEBC01000087.1_9	DEBC01000087.1	8300	9226	1	GB_GCA_002348365.1
FliG	DEBC01000145.1_14	DEBC01000145.1	14106	15158	1	GB_GCA_002348365.1
FliG	DEBC01000007.1_23	DEBC01000007.1	24874	25479	1	GB_GCA_002348365.1
FliG	DEBC01000081.1_26	DEBC01000081.1	24970	25542	-1	GB_GCA_002348365.1
FliG	DEBC01000153.1_4	DEBC01000153.1	2875	3135	-1	GB_GCA_002348365.1
FliG	DEBC01000007.1_22	DEBC01000007.1	24467	24874	1	GB_GCA_002348365.1
FliG	DEBC01000081.1_27	DEBC01000081.1	25591	25848	-1	GB_GCA_002348365.1
FliL	DEBC01000038.1_60	DEBC01000038.1	58617	59003	1	GB_GCA_002348365.1
FliN	DEBC01000152.1_8	DEBC01000152.1	5509	5976	1	GB_GCA_002348365.1
FlrA	DEBC01000145.1_10	DEBC01000145.1	9290	10333	1	GB_GCA_002348365.1
MotA	DEBC01000081.1_25	DEBC01000081.1	24584	24856	-1	GB_GCA_002348365.1
PilZ	DEBC01000078.1_4	DEBC01000078.1	2364	3869	1	GB_GCA_002348365.1
FlrC	DEBC01000145.1_11	DEBC01000145.1	10482	11945	1	GB_GCA_002348365.1
FliF	DEBC01000145.1_13	DEBC01000145.1	12329	14089	1	GB_GCA_002348365.1
MotB	DEBC01000097.1_2	DEBC01000097.1	148	525	-1	GB_GCA_002348365.1
MotB	DEBC01000038.1_10	DEBC01000038.1	10372	10776	1	GB_GCA_002348365.1
FliH	DEBC01000145.1_15	DEBC01000145.1	15139	15987	1	GB_GCA_002348365.1
