gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaF	NZ_JAHXBF010000006.1_232	NZ_JAHXBF010000006.1	293732	295303	-1	RS_GCF_020103695.1
FlgJ	NZ_JAHXBF010000037.1_66	NZ_JAHXBF010000037.1	75857	77521	1	RS_GCF_020103695.1
FlgO	NZ_JAHXBF010000010.1_299	NZ_JAHXBF010000010.1	380425	381033	-1	RS_GCF_020103695.1
FlgP	NZ_JAHXBF010000005.1_49	NZ_JAHXBF010000005.1	63247	64080	1	RS_GCF_020103695.1
FlgT	NZ_JAHXBF010000005.1_50	NZ_JAHXBF010000005.1	64098	65261	1	RS_GCF_020103695.1
FlhA	NZ_JAHXBF010000026.1_37	NZ_JAHXBF010000026.1	28667	30793	1	RS_GCF_020103695.1
FlhA	NZ_JAHXBF010000010.1_266	NZ_JAHXBF010000010.1	348147	350234	-1	RS_GCF_020103695.1
FlhB	NZ_JAHXBF010000026.1_24	NZ_JAHXBF010000026.1	20831	21892	1	RS_GCF_020103695.1
FlhB	NZ_JAHXBF010000010.1_267	NZ_JAHXBF010000010.1	350231	351277	-1	RS_GCF_020103695.1
FlhB	NZ_JAHXBF010000026.1_25	NZ_JAHXBF010000026.1	21928	22209	1	RS_GCF_020103695.1
FlhG	NZ_JAHXBF010000014.1_279	NZ_JAHXBF010000014.1	343478	344380	-1	RS_GCF_020103695.1
FliA	NZ_JAHXBF010000026.1_11	NZ_JAHXBF010000026.1	8825	9658	1	RS_GCF_020103695.1
FliB	NZ_JAHXBF010000002.1_444	NZ_JAHXBF010000002.1	532589	533881	-1	RS_GCF_020103695.1
FliB	NZ_JAHXBF010000017.1_72	NZ_JAHXBF010000017.1	110438	111739	-1	RS_GCF_020103695.1
FliI	NZ_JAHXBF010000026.1_16	NZ_JAHXBF010000026.1	13863	15170	1	RS_GCF_020103695.1
FliJ	NZ_JAHXBF010000026.1_17	NZ_JAHXBF010000026.1	15206	15694	1	RS_GCF_020103695.1
FliK	NZ_JAHXBF010000026.1_18	NZ_JAHXBF010000026.1	15725	16723	1	RS_GCF_020103695.1
FliM	NZ_JAHXBF010000026.1_19	NZ_JAHXBF010000026.1	16720	18069	1	RS_GCF_020103695.1
FliN	NZ_JAHXBF010000026.1_19	NZ_JAHXBF010000026.1	16720	18069	1	RS_GCF_020103695.1
FliN	NZ_JAHXBF010000010.1_272	NZ_JAHXBF010000010.1	353483	354634	-1	RS_GCF_020103695.1
FliO	NZ_JAHXBF010000026.1_20	NZ_JAHXBF010000026.1	18121	18882	1	RS_GCF_020103695.1
FliO	NZ_JAHXBF010000010.1_271	NZ_JAHXBF010000010.1	353061	353465	-1	RS_GCF_020103695.1
FliP	NZ_JAHXBF010000026.1_21	NZ_JAHXBF010000026.1	18895	19728	1	RS_GCF_020103695.1
FliP	NZ_JAHXBF010000010.1_270	NZ_JAHXBF010000010.1	352339	353064	-1	RS_GCF_020103695.1
FliQ	NZ_JAHXBF010000026.1_22	NZ_JAHXBF010000026.1	19739	20002	1	RS_GCF_020103695.1
FliQ	NZ_JAHXBF010000010.1_269	NZ_JAHXBF010000010.1	352065	352334	-1	RS_GCF_020103695.1
FliR	NZ_JAHXBF010000026.1_23	NZ_JAHXBF010000026.1	19999	20817	1	RS_GCF_020103695.1
FliR	NZ_JAHXBF010000010.1_268	NZ_JAHXBF010000010.1	351274	352068	-1	RS_GCF_020103695.1
MotA	NZ_JAHXBF010000018.1_224	NZ_JAHXBF010000018.1	274316	275053	-1	RS_GCF_020103695.1
PilZ	NZ_JAHXBF010000005.1_34	NZ_JAHXBF010000005.1	44926	45216	1	RS_GCF_020103695.1
FliF	NZ_JAHXBF010000026.1_13	NZ_JAHXBF010000026.1	10227	11024	1	RS_GCF_020103695.1
FliF	NZ_JAHXBF010000010.1_274	NZ_JAHXBF010000010.1	355212	356012	-1	RS_GCF_020103695.1
MotB	NZ_JAHXBF010000018.1_223	NZ_JAHXBF010000018.1	273686	274312	-1	RS_GCF_020103695.1
FliH	NZ_JAHXBF010000026.1_15	NZ_JAHXBF010000026.1	13178	13858	1	RS_GCF_020103695.1
