gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF6470	NZ_LGYO01000011.1_135	NZ_LGYO01000011.1	153135	153749	1	RS_GCF_001263355.1
FlgB	NZ_LGYO01000022.1_9	NZ_LGYO01000022.1	8036	8437	1	RS_GCF_001263355.1
FlgC	NZ_LGYO01000022.1_10	NZ_LGYO01000022.1	8440	8874	1	RS_GCF_001263355.1
FlgD	NZ_LGYO01000011.1_103	NZ_LGYO01000011.1	119000	119416	1	RS_GCF_001263355.1
FlgE	NZ_LGYO01000011.1_105	NZ_LGYO01000011.1	119939	121420	1	RS_GCF_001263355.1
FlgF	NZ_LGYO01000011.1_119	NZ_LGYO01000011.1	132570	133331	1	RS_GCF_001263355.1
FlgK	NZ_LGYO01000011.1_133	NZ_LGYO01000011.1	150450	152015	1	RS_GCF_001263355.1
FlgL	NZ_LGYO01000011.1_134	NZ_LGYO01000011.1	152050	153075	1	RS_GCF_001263355.1
FlgM	NZ_LGYO01000011.1_131	NZ_LGYO01000011.1	149589	149903	1	RS_GCF_001263355.1
FlgN	NZ_LGYO01000011.1_132	NZ_LGYO01000011.1	149933	150430	1	RS_GCF_001263355.1
FlhA	NZ_LGYO01000011.1_117	NZ_LGYO01000011.1	129485	131545	1	RS_GCF_001263355.1
FlhB	NZ_LGYO01000011.1_116	NZ_LGYO01000011.1	128418	129488	1	RS_GCF_001263355.1
FliC	NZ_LGYO01000011.1_136	NZ_LGYO01000011.1	153941	155809	1	RS_GCF_001263355.1
FliD	NZ_LGYO01000022.1_6	NZ_LGYO01000022.1	5067	6986	1	RS_GCF_001263355.1
FliE	NZ_LGYO01000022.1_11	NZ_LGYO01000022.1	8934	9254	1	RS_GCF_001263355.1
FliG	NZ_LGYO01000022.1_13	NZ_LGYO01000022.1	10889	11899	1	RS_GCF_001263355.1
FliJ	NZ_LGYO01000022.1_16	NZ_LGYO01000022.1	13953	14402	1	RS_GCF_001263355.1
FliK	NZ_LGYO01000011.1_102	NZ_LGYO01000011.1	117520	118986	1	RS_GCF_001263355.1
FliM	NZ_LGYO01000011.1_109	NZ_LGYO01000011.1	123629	124642	1	RS_GCF_001263355.1
FliN	NZ_LGYO01000011.1_110	NZ_LGYO01000011.1	124639	125754	1	RS_GCF_001263355.1
FliO	NZ_LGYO01000011.1_112	NZ_LGYO01000011.1	126163	126525	1	RS_GCF_001263355.1
FliP	NZ_LGYO01000011.1_113	NZ_LGYO01000011.1	126512	127294	1	RS_GCF_001263355.1
FliQ	NZ_LGYO01000011.1_114	NZ_LGYO01000011.1	127312	127578	1	RS_GCF_001263355.1
FliR	NZ_LGYO01000011.1_115	NZ_LGYO01000011.1	127753	128391	1	RS_GCF_001263355.1
FliS	NZ_LGYO01000022.1_7	NZ_LGYO01000022.1	7011	7403	1	RS_GCF_001263355.1
FliT	NZ_LGYO01000022.1_8	NZ_LGYO01000022.1	7407	7796	1	RS_GCF_001263355.1
MotA	NZ_LGYO01000011.1_107	NZ_LGYO01000011.1	121743	122621	1	RS_GCF_001263355.1
Putative	NZ_LGYO01000011.1_104	NZ_LGYO01000011.1	119454	119861	1	RS_GCF_001263355.1
SwrD	NZ_LGYO01000011.1_106	NZ_LGYO01000011.1	121521	121715	1	RS_GCF_001263355.1
FliF	NZ_LGYO01000022.1_12	NZ_LGYO01000022.1	9306	10862	1	RS_GCF_001263355.1
MotB	NZ_LGYO01000011.1_108	NZ_LGYO01000011.1	122651	123421	1	RS_GCF_001263355.1
FliH	NZ_LGYO01000022.1_14	NZ_LGYO01000022.1	11859	12635	1	RS_GCF_001263355.1
