gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_PVNO01000013.1_19	NZ_PVNO01000013.1	19633	19824	-1	RS_GCF_002993325.1
FlaG	NZ_PVNO01000013.1_97	NZ_PVNO01000013.1	106290	106778	-1	RS_GCF_002993325.1
FlgA	NZ_PVNO01000013.1_115	NZ_PVNO01000013.1	125268	125987	1	RS_GCF_002993325.1
FlgB	NZ_PVNO01000013.1_112	NZ_PVNO01000013.1	122590	123024	-1	RS_GCF_002993325.1
FlgC	NZ_PVNO01000013.1_111	NZ_PVNO01000013.1	122165	122587	-1	RS_GCF_002993325.1
FlgD	NZ_PVNO01000013.1_110	NZ_PVNO01000013.1	121447	122133	-1	RS_GCF_002993325.1
FlgE	NZ_PVNO01000013.1_109	NZ_PVNO01000013.1	120047	121432	-1	RS_GCF_002993325.1
FlgF	NZ_PVNO01000013.1_108	NZ_PVNO01000013.1	119077	119820	-1	RS_GCF_002993325.1
FlgG	NZ_PVNO01000013.1_107	NZ_PVNO01000013.1	118242	119030	-1	RS_GCF_002993325.1
FlgH	NZ_PVNO01000013.1_106	NZ_PVNO01000013.1	117550	118242	-1	RS_GCF_002993325.1
FlgI	NZ_PVNO01000013.1_105	NZ_PVNO01000013.1	116416	117528	-1	RS_GCF_002993325.1
FlgJ	NZ_PVNO01000013.1_104	NZ_PVNO01000013.1	115442	116392	-1	RS_GCF_002993325.1
FlgK	NZ_PVNO01000013.1_103	NZ_PVNO01000013.1	113372	115414	-1	RS_GCF_002993325.1
FlgL	NZ_PVNO01000013.1_102	NZ_PVNO01000013.1	112141	113364	-1	RS_GCF_002993325.1
FlgM	NZ_PVNO01000013.1_116	NZ_PVNO01000013.1	126090	126419	1	RS_GCF_002993325.1
FlgN	NZ_PVNO01000013.1_117	NZ_PVNO01000013.1	126449	126880	1	RS_GCF_002993325.1
FlgO	NZ_PVNO01000001.1_100	NZ_PVNO01000001.1	111519	112283	1	RS_GCF_002993325.1
FlgO	NZ_PVNO01000001.1_101	NZ_PVNO01000001.1	112293	113018	1	RS_GCF_002993325.1
FlgO	NZ_PVNO01000001.1_99	NZ_PVNO01000001.1	110849	111514	1	RS_GCF_002993325.1
FlgP	NZ_PVNO01000013.1_118	NZ_PVNO01000013.1	127065	127550	-1	RS_GCF_002993325.1
FlgT	NZ_PVNO01000013.1_119	NZ_PVNO01000013.1	127931	129112	1	RS_GCF_002993325.1
FlhA	NZ_PVNO01000013.1_46	NZ_PVNO01000013.1	50859	52958	-1	RS_GCF_002993325.1
FlhB	NZ_PVNO01000013.1_47	NZ_PVNO01000013.1	53110	54234	-1	RS_GCF_002993325.1
FlhF	NZ_PVNO01000013.1_45	NZ_PVNO01000013.1	49399	50829	-1	RS_GCF_002993325.1
FlhG	NZ_PVNO01000013.1_44	NZ_PVNO01000013.1	48527	49393	-1	RS_GCF_002993325.1
FliA	NZ_PVNO01000013.1_43	NZ_PVNO01000013.1	47799	48530	-1	RS_GCF_002993325.1
FliC	NZ_PVNO01000013.1_99	NZ_PVNO01000013.1	108433	109278	-1	RS_GCF_002993325.1
FliC	NZ_PVNO01000013.1_100	NZ_PVNO01000013.1	110067	110918	-1	RS_GCF_002993325.1
FliC	NZ_PVNO01000013.1_98	NZ_PVNO01000013.1	106873	107712	-1	RS_GCF_002993325.1
FliC	NZ_PVNO01000029.1_120	NZ_PVNO01000029.1	126700	128049	1	RS_GCF_002993325.1
FliC	NZ_PVNO01000013.1_65	NZ_PVNO01000013.1	71749	72543	-1	RS_GCF_002993325.1
FliD	NZ_PVNO01000013.1_96	NZ_PVNO01000013.1	104846	106276	-1	RS_GCF_002993325.1
FliE	NZ_PVNO01000013.1_61	NZ_PVNO01000013.1	66907	67245	-1	RS_GCF_002993325.1
FliG	NZ_PVNO01000013.1_59	NZ_PVNO01000013.1	64147	65187	-1	RS_GCF_002993325.1
FliI	NZ_PVNO01000013.1_57	NZ_PVNO01000013.1	61984	63318	-1	RS_GCF_002993325.1
FliJ	NZ_PVNO01000013.1_56	NZ_PVNO01000013.1	61465	61911	-1	RS_GCF_002993325.1
FliK	NZ_PVNO01000013.1_55	NZ_PVNO01000013.1	58874	61117	-1	RS_GCF_002993325.1
FliL	NZ_PVNO01000013.1_54	NZ_PVNO01000013.1	58051	58587	-1	RS_GCF_002993325.1
FliL	NZ_PVNO01000005.1_35	NZ_PVNO01000005.1	34362	34775	-1	RS_GCF_002993325.1
FliM	NZ_PVNO01000013.1_53	NZ_PVNO01000013.1	56965	58023	-1	RS_GCF_002993325.1
FliN	NZ_PVNO01000013.1_52	NZ_PVNO01000013.1	56540	56947	-1	RS_GCF_002993325.1
FliO	NZ_PVNO01000013.1_51	NZ_PVNO01000013.1	56059	56511	-1	RS_GCF_002993325.1
FliP	NZ_PVNO01000013.1_50	NZ_PVNO01000013.1	55311	56066	-1	RS_GCF_002993325.1
FliQ	NZ_PVNO01000013.1_49	NZ_PVNO01000013.1	55033	55302	-1	RS_GCF_002993325.1
FliR	NZ_PVNO01000013.1_48	NZ_PVNO01000013.1	54241	55020	-1	RS_GCF_002993325.1
FliS	NZ_PVNO01000013.1_95	NZ_PVNO01000013.1	104395	104823	-1	RS_GCF_002993325.1
FlrA	NZ_PVNO01000013.1_64	NZ_PVNO01000013.1	70121	71584	-1	RS_GCF_002993325.1
FlrA	NZ_PVNO01000002.1_162	NZ_PVNO01000002.1	186576	187520	1	RS_GCF_002993325.1
MotA	NZ_PVNO01000026.1_265	NZ_PVNO01000026.1	312699	313460	1	RS_GCF_002993325.1
MotX	NZ_PVNO01000029.1_87	NZ_PVNO01000029.1	99539	100183	1	RS_GCF_002993325.1
MotY	NZ_PVNO01000027.1_80	NZ_PVNO01000027.1	90352	91188	1	RS_GCF_002993325.1
PilZ	NZ_PVNO01000025.1_478	NZ_PVNO01000025.1	561385	562068	1	RS_GCF_002993325.1
FlrC	NZ_PVNO01000013.1_62	NZ_PVNO01000013.1	67490	68827	-1	RS_GCF_002993325.1
FliF	NZ_PVNO01000013.1_60	NZ_PVNO01000013.1	65200	66894	-1	RS_GCF_002993325.1
MotB	NZ_PVNO01000026.1_266	NZ_PVNO01000026.1	313460	314386	1	RS_GCF_002993325.1
FliH	NZ_PVNO01000013.1_58	NZ_PVNO01000013.1	63311	64093	-1	RS_GCF_002993325.1
