gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_PIOC01000024.1_27	NZ_PIOC01000024.1	18096	18320	1	RS_GCF_003369575.1
DUF327	NZ_PIOC01000033.1_137	NZ_PIOC01000033.1	142679	143113	1	RS_GCF_003369575.1
YviE	NZ_PIOC01000024.1_25	NZ_PIOC01000024.1	17061	17624	1	RS_GCF_003369575.1
FlaG	NZ_PIOC01000024.1_28	NZ_PIOC01000024.1	18468	18842	1	RS_GCF_003369575.1
MotE	NZ_PIOC01000012.1_45	NZ_PIOC01000012.1	41204	41824	1	RS_GCF_003369575.1
FlgB	NZ_PIOC01000012.1_37	NZ_PIOC01000012.1	34839	35234	1	RS_GCF_003369575.1
FlgC	NZ_PIOC01000012.1_38	NZ_PIOC01000012.1	35234	35689	1	RS_GCF_003369575.1
FlgD	NZ_PIOC01000012.1_47	NZ_PIOC01000012.1	43805	44266	1	RS_GCF_003369575.1
FlgE	NZ_PIOC01000012.1_49	NZ_PIOC01000012.1	44739	45533	1	RS_GCF_003369575.1
FlgF	NZ_PIOC01000001.1_118	NZ_PIOC01000001.1	153096	153902	-1	RS_GCF_003369575.1
FlgG	NZ_PIOC01000001.1_117	NZ_PIOC01000001.1	152218	153051	-1	RS_GCF_003369575.1
FlgK	NZ_PIOC01000024.1_23	NZ_PIOC01000024.1	14555	16057	1	RS_GCF_003369575.1
FlgL	NZ_PIOC01000024.1_24	NZ_PIOC01000024.1	16068	16988	1	RS_GCF_003369575.1
FlgM	NZ_PIOC01000024.1_21	NZ_PIOC01000024.1	13713	13973	1	RS_GCF_003369575.1
FlgN	NZ_PIOC01000024.1_22	NZ_PIOC01000024.1	14006	14497	1	RS_GCF_003369575.1
FlhA	NZ_PIOC01000012.1_60	NZ_PIOC01000012.1	52318	54354	1	RS_GCF_003369575.1
FlhB	NZ_PIOC01000012.1_59	NZ_PIOC01000012.1	51222	52298	1	RS_GCF_003369575.1
FlhF	NZ_PIOC01000012.1_61	NZ_PIOC01000012.1	54351	55478	1	RS_GCF_003369575.1
FlhG	NZ_PIOC01000012.1_62	NZ_PIOC01000012.1	55471	56331	1	RS_GCF_003369575.1
FliA	NZ_PIOC01000012.1_67	NZ_PIOC01000012.1	59105	59884	1	RS_GCF_003369575.1
FliC	NZ_PIOC01000003.1_107	NZ_PIOC01000003.1	110990	112360	-1	RS_GCF_003369575.1
FliC	NZ_PIOC01000012.1_116	NZ_PIOC01000012.1	114032	114460	1	RS_GCF_003369575.1
FliD	NZ_PIOC01000024.1_29	NZ_PIOC01000024.1	18859	20400	1	RS_GCF_003369575.1
FliE	NZ_PIOC01000012.1_39	NZ_PIOC01000012.1	35705	36010	1	RS_GCF_003369575.1
FliG	NZ_PIOC01000012.1_41	NZ_PIOC01000012.1	37687	38700	1	RS_GCF_003369575.1
FliI	NZ_PIOC01000012.1_43	NZ_PIOC01000012.1	39443	40765	1	RS_GCF_003369575.1
FliJ	NZ_PIOC01000012.1_44	NZ_PIOC01000012.1	40765	41211	1	RS_GCF_003369575.1
FliK	NZ_PIOC01000012.1_46	NZ_PIOC01000012.1	41852	43795	1	RS_GCF_003369575.1
FliL	NZ_PIOC01000012.1_51	NZ_PIOC01000012.1	45795	46214	1	RS_GCF_003369575.1
FliM	NZ_PIOC01000012.1_52	NZ_PIOC01000012.1	46251	47246	1	RS_GCF_003369575.1
FliN	NZ_PIOC01000012.1_53	NZ_PIOC01000012.1	47239	48411	1	RS_GCF_003369575.1
