gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgO	JACRDL010000036.1_1	JACRDL010000036.1	153	1538	-1	GB_GCA_016218625.1
FlgP	JACRDL010000080.1_6	JACRDL010000080.1	4958	5407	1	GB_GCA_016218625.1
FliG	JACRDL010000122.1_9	JACRDL010000122.1	8961	10586	1	GB_GCA_016218625.1
FliG	JACRDL010000045.1_52	JACRDL010000045.1	43083	44522	1	GB_GCA_016218625.1
MotA	JACRDL010000122.1_10	JACRDL010000122.1	10674	11435	1	GB_GCA_016218625.1
MotA	JACRDL010000044.1_3	JACRDL010000044.1	351	1136	1	GB_GCA_016218625.1
MotA	JACRDL010000045.1_54	JACRDL010000045.1	44744	45517	1	GB_GCA_016218625.1
SwrD	JACRDL010000044.1_2	JACRDL010000044.1	151	336	1	GB_GCA_016218625.1
Transglycosylase	JACRDL010000094.1_9	JACRDL010000094.1	12297	12740	-1	GB_GCA_016218625.1
MotB	JACRDL010000045.1_57	JACRDL010000045.1	46717	47475	1	GB_GCA_016218625.1
MotB	JACRDL010000045.1_55	JACRDL010000045.1	45585	46241	1	GB_GCA_016218625.1
MotB	JACRDL010000122.1_11	JACRDL010000122.1	11604	12263	1	GB_GCA_016218625.1
MotB	JACRDL010000044.1_5	JACRDL010000044.1	1235	1870	1	GB_GCA_016218625.1
MotB	JACRDL010000122.1_12	JACRDL010000122.1	12417	13184	1	GB_GCA_016218625.1
