gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaF	NZ_JAGHMF010000003.1_414	NZ_JAGHMF010000003.1	404424	404771	1	RS_GCF_017741815.1
FlbT	NZ_JAGHMF010000003.1_415	NZ_JAGHMF010000003.1	404768	405217	1	RS_GCF_017741815.1
FlgA	NZ_JAGHMF010000003.1_393	NZ_JAGHMF010000003.1	382984	383469	1	RS_GCF_017741815.1
FlgB	NZ_JAGHMF010000003.1_389	NZ_JAGHMF010000003.1	381018	381410	1	RS_GCF_017741815.1
FlgC	NZ_JAGHMF010000003.1_390	NZ_JAGHMF010000003.1	381415	381831	1	RS_GCF_017741815.1
FlgD	NZ_JAGHMF010000003.1_416	NZ_JAGHMF010000003.1	405208	405648	1	RS_GCF_017741815.1
FlgE	NZ_JAGHMF010000003.1_411	NZ_JAGHMF010000003.1	400490	401776	1	RS_GCF_017741815.1
FlgF	NZ_JAGHMF010000003.1_386	NZ_JAGHMF010000003.1	378121	378855	1	RS_GCF_017741815.1
FlgG	NZ_JAGHMF010000003.1_392	NZ_JAGHMF010000003.1	382178	382966	1	RS_GCF_017741815.1
FlgH	NZ_JAGHMF010000003.1_396	NZ_JAGHMF010000003.1	385129	385845	1	RS_GCF_017741815.1
FlgI	NZ_JAGHMF010000003.1_394	NZ_JAGHMF010000003.1	383466	384587	1	RS_GCF_017741815.1
FlgJ	NZ_JAGHMF010000003.1_421	NZ_JAGHMF010000003.1	409374	409940	1	RS_GCF_017741815.1
FlgK	NZ_JAGHMF010000003.1_412	NZ_JAGHMF010000003.1	401796	403256	1	RS_GCF_017741815.1
FlgL	NZ_JAGHMF010000003.1_413	NZ_JAGHMF010000003.1	403261	404382	1	RS_GCF_017741815.1
FlhA	NZ_JAGHMF010000003.1_418	NZ_JAGHMF010000003.1	406087	408174	1	RS_GCF_017741815.1
FlhB	NZ_JAGHMF010000003.1_381	NZ_JAGHMF010000003.1	373121	374200	-1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000003.1_402	NZ_JAGHMF010000003.1	391804	392712	1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000003.1_400	NZ_JAGHMF010000003.1	389479	390375	1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000003.1_401	NZ_JAGHMF010000003.1	390655	391545	1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000003.1_263	NZ_JAGHMF010000003.1	254365	256077	1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000014.1_130	NZ_JAGHMF010000014.1	125837	126832	-1	RS_GCF_017741815.1
FliC	NZ_JAGHMF010000003.1_404	NZ_JAGHMF010000003.1	393003	393968	1	RS_GCF_017741815.1
FliE	NZ_JAGHMF010000003.1_391	NZ_JAGHMF010000003.1	381831	382157	1	RS_GCF_017741815.1
FliG	NZ_JAGHMF010000003.1_382	NZ_JAGHMF010000003.1	374327	375367	-1	RS_GCF_017741815.1
FliJ	NZ_JAGHMF010000017.1_80	NZ_JAGHMF010000017.1	72969	73319	-1	RS_GCF_017741815.1
FliK	NZ_JAGHMF010000003.1_408	NZ_JAGHMF010000003.1	397481	398902	1	RS_GCF_017741815.1
FliL	NZ_JAGHMF010000003.1_397	NZ_JAGHMF010000003.1	385857	386366	1	RS_GCF_017741815.1
FliM	NZ_JAGHMF010000003.1_384	NZ_JAGHMF010000003.1	376029	376967	-1	RS_GCF_017741815.1
FliN	NZ_JAGHMF010000003.1_383	NZ_JAGHMF010000003.1	375397	375966	-1	RS_GCF_017741815.1
FliO	NZ_JAGHMF010000012.1_139	NZ_JAGHMF010000012.1	136113	137210	1	RS_GCF_017741815.1
FliP	NZ_JAGHMF010000003.1_398	NZ_JAGHMF010000003.1	386363	387100	1	RS_GCF_017741815.1
FliQ	NZ_JAGHMF010000003.1_417	NZ_JAGHMF010000003.1	405733	405999	1	RS_GCF_017741815.1
FliR	NZ_JAGHMF010000003.1_419	NZ_JAGHMF010000003.1	408171	408923	1	RS_GCF_017741815.1
MotA	NZ_JAGHMF010000003.1_385	NZ_JAGHMF010000003.1	376974	377846	-1	RS_GCF_017741815.1
MotC	NZ_JAGHMF010000003.1_407	NZ_JAGHMF010000003.1	396031	397479	1	RS_GCF_017741815.1
FliF	NZ_JAGHMF010000003.1_377	NZ_JAGHMF010000003.1	369153	370841	1	RS_GCF_017741815.1
MotB	NZ_JAGHMF010000003.1_406	NZ_JAGHMF010000003.1	394768	396027	1	RS_GCF_017741815.1
